1.52223,71.99,0.13,10.02,0.00,0.00,0
1.51848,71.96,0.54,8.32,0.00,0.32,1
1.51754,72.99,0.59,8.03,0.00,0.00,0
1.51806,73.07,0.56,8.38,0.00,0.12,1
1.51720,72.85,0.50,8.43,0.00,0.00,0
1.51748,73.21,0.54,8.38,0.00,0.17,0
1.52211,71.36,0.23,9.14,0.00,0.37,1
1.51640,73.23,0.63,8.08,0.00,0.09,1
1.51769,73.70,0.56,9.06,0.00,0.24,0
1.52315,72.38,0.60,8.83,0.00,0.00,1
1.51667,72.75,0.56,8.60,0.00,0.00,1
1.51655,73.27,0.57,8.79,0.11,0.22,1
1.52365,70.43,0.31,8.61,1.68,0.00,1
1.52739,73.08,0.00,14.96,0.00,0.00,1
1.51844,72.40,0.58,8.42,0.00,0.00,1
1.51618,72.99,0.39,7.78,0.00,0.00,0
1.52065,73.42,0.00,8.44,1.64,0.00,1
1.51727,73.28,0.00,8.95,0.66,0.00,1
1.51892,72.55,0.57,8.21,0.00,0.14,1
1.52247,70.26,0.76,9.76,0.00,0.00,1
1.51610,72.67,0.56,8.33,0.00,0.00,1
1.51618,72.89,0.60,8.12,0.00,0.00,1
1.51711,73.36,0.00,8.62,1.67,0.00,1
1.51766,72.61,0.57,8.22,0.00,0.00,0
1.51316,70.48,6.21,6.96,0.00,0.00,1
1.52043,72.25,0.33,12.50,0.00,0.00,1
1.51900,71.95,0.55,9.00,0.00,0.00,0
1.51905,72.64,0.14,8.76,0.00,0.00,0
1.52081,71.99,0.49,9.85,0.00,0.17,1
1.51545,73.39,0.08,9.07,0.61,0.05,1
1.51131,72.81,1.76,5.43,1.19,0.00,1
1.51625,72.72,0.45,8.21,0.00,0.00,1
1.51847,72.44,0.60,8.43,0.00,0.00,1
1.51977,71.72,0.12,8.67,0.69,0.00,0
1.51610,72.69,0.59,8.32,0.00,0.00,1
1.52227,71.35,0.00,9.69,0.00,0.00,0
1.51694,72.61,0.61,8.79,0.00,0.00,1
1.51590,73.12,0.69,7.96,0.00,0.00,1
1.51750,72.75,0.54,8.52,0.00,0.19,0
1.51994,73.03,0.47,11.32,0.00,0.00,1
1.53393,70.16,0.12,16.19,0.00,0.24,1
1.53125,69.81,0.58,13.30,3.15,0.28,1
1.51683,73.29,0.00,8.52,1.57,0.07,1
1.51645,72.39,0.66,8.03,0.00,0.00,1
1.51645,72.65,0.67,8.08,0.00,0.10,1
1.51796,71.94,0.57,8.81,0.00,0.09,1
1.51623,72.61,0.08,9.18,1.06,0.00,1
1.51629,73.28,0.67,8.24,0.00,0.00,1
1.51838,71.25,1.46,5.79,1.63,0.00,1
1.51652,72.45,0.64,7.96,0.00,0.00,1
1.51708,72.06,0.64,7.88,0.00,0.00,1
1.51797,72.96,0.64,8.68,0.00,0.00,0
1.52172,72.01,0.18,9.61,0.00,0.07,0
1.51860,72.26,0.51,8.60,0.00,0.00,1
1.51689,73.21,0.73,8.54,0.00,0.00,1
1.52151,73.44,0.58,11.62,0.00,0.00,1
1.51687,72.84,0.56,8.10,0.00,0.00,1
1.52210,71.76,0.17,9.74,0.00,0.00,0
1.51846,72.38,0.51,8.28,0.00,0.00,1
1.51670,72.70,0.56,8.44,0.00,0.10,1
1.51588,73.26,0.07,8.39,0.00,0.19,1
1.52369,72.22,0.32,12.24,0.00,0.00,1
1.51321,70.70,6.21,6.93,0.00,0.00,1
1.51571,73.20,0.67,8.09,0.00,0.24,0
1.51596,72.97,0.64,8.07,0.00,0.26,0
1.51569,73.25,0.38,8.03,0.00,0.00,1
1.52222,72.67,0.10,11.52,0.00,0.08,1
1.51808,72.84,0.55,9.03,0.00,0.00,0
1.51623,73.46,0.04,9.04,0.40,0.09,1
1.51911,72.12,0.06,8.89,0.00,0.00,0
1.51645,73.11,0.00,8.67,1.38,0.00,1
1.51755,72.99,0.57,8.40,0.00,0.11,0
1.51937,72.76,0.00,9.77,0.00,0.00,1
1.51756,73.24,0.57,8.24,0.00,0.00,0
1.51784,73.11,0.61,8.70,0.00,0.00,0
1.52152,72.22,0.19,9.85,0.00,0.17,0
1.51784,72.86,0.60,8.49,0.00,0.00,0
1.51888,72.50,0.00,9.95,0.00,0.00,1
1.51793,73.03,0.64,8.77,0.00,0.00,0
1.51742,73.08,0.55,8.07,0.00,0.00,0
1.51909,71.81,0.51,8.78,0.11,0.00,0
1.51811,72.78,0.52,8.12,0.00,0.00,1
1.52300,71.99,0.12,10.17,0.00,0.03,0
1.51839,72.57,0.62,8.68,0.00,0.35,1
1.51640,72.85,0.00,9.45,0.54,0.00,1
1.51743,73.09,0.58,8.17,0.00,0.00,0
1.52725,70.57,0.08,11.64,0.00,0.00,1
1.51832,72.14,0.56,8.99,0.00,0.00,1
1.52320,71.75,0.09,10.06,0.00,0.16,0
1.51824,72.95,0.60,8.43,0.00,0.00,0
1.51590,72.86,0.69,7.97,0.00,0.00,1
1.51829,72.33,0.55,8.31,0.00,0.10,1
1.52020,71.76,0.39,10.56,0.00,0.18,1
1.52121,71.79,0.11,9.65,0.00,0.00,1
1.52152,72.32,0.19,9.85,0.00,0.17,0
1.51751,73.02,0.62,8.59,0.00,0.00,0
1.51732,72.99,0.00,8.61,1.55,0.00,1
1.51662,73.01,0.68,8.23,0.06,0.25,1
1.51763,73.01,0.60,8.56,0.00,0.00,0
1.51775,72.97,0.61,8.56,0.09,0.22,0
1.51690,72.54,0.68,8.11,0.00,0.00,1
1.51764,73.00,0.65,8.53,0.00,0.00,0
1.51673,72.53,0.65,8.03,0.00,0.29,1
1.51685,73.06,0.00,8.40,1.59,0.00,1
1.51646,73.01,0.52,8.58,0.00,0.00,1
1.51646,72.81,0.68,8.10,0.00,0.00,1
1.51643,72.89,0.57,8.53,0.00,0.00,1
1.51735,72.73,0.54,8.44,0.00,0.07,0
