PT1A_ECOLI,0.50,0.49,0.46,0.53,0
ATKC_ECOLI,0.50,0.53,0.52,0.35,1
PSTA_ECOLI,0.50,0.52,0.76,0.79,1
SECG_ECOLI,0.50,0.75,0.92,0.70,1
XYLE_ECOLI,0.50,0.57,0.76,0.79,1
PGK_ECOLI,0.50,0.41,0.35,0.44,0
METX_ECOLI,0.50,0.43,0.26,0.36,0
THGA_ECOLI,0.50,0.71,0.28,0.39,0
NFRB_ECOLI,0.50,0.54,0.76,0.79,1
GGT_ECOLI,0.50,0.49,0.49,0.41,1
DDLB_ECOLI,0.50,0.44,0.26,0.36,0
CYPB_ECOLI,0.50,0.56,0.11,0.23,0
GLYA_ECOLI,0.50,0.45,0.42,0.50,0
PTWB_ECOLI,0.50,0.37,0.28,0.33,0
TYRB_ECOLI,0.50,0.53,0.32,0.41,0
MSBB_ECOLI,0.50,0.33,0.39,0.48,1
KUP_ECOLI,0.50,0.58,0.79,0.81,1
DGAL_ECOLI,0.50,0.35,0.51,0.49,1
CAIT_ECOLI,0.50,0.59,0.74,0.77,1
METB_ECOLI,0.50,0.51,0.33,0.43,0
RIMI_ECOLI,0.50,0.63,0.34,0.43,0
NHAA_ECOLI,0.50,0.51,0.72,0.76,1
PTKB_ECOLI,0.50,0.45,0.35,0.38,0
MALF_ECOLI,0.50,0.65,0.79,0.81,1
RHAS_ECOLI,0.50,0.63,0.25,0.35,0
LSPA_ECOLI,0.50,0.61,0.71,0.74,1
NLPA_ECOLI,1.00,0.40,0.47,0.30,1
METC_ECOLI,0.50,0.54,0.52,0.59,0
CADB_ECOLI,0.50,0.65,0.76,0.79,1
TEHA_ECOLI,0.50,0.64,0.72,0.76,1
BGLX_ECOLI,0.50,0.47,0.47,0.51,1
POTF_ECOLI,0.50,0.41,0.50,0.35,1
C562_ECOLI,0.50,0.17,0.55,0.21,1
PSTS_ECOLI,0.50,0.47,0.49,0.54,1
TBPA_ECOLI,0.50,0.43,0.37,0.30,1
PROP_ECOLI,0.50,0.53,0.75,0.78,1
FEPB_ECOLI,0.50,0.47,0.51,0.47,1
BTUB_ECOLI,0.50,0.77,0.36,0.45,1
HEMN_ECOLI,0.50,0.43,0.33,0.43,0
MCP2_ECOLI,0.50,0.57,0.87,0.88,1
DHSD_ECOLI,0.50,0.40,0.87,0.88,1
KDSA_ECOLI,0.50,0.35,0.36,0.45,0
XYLF_ECOLI,0.50,0.42,0.42,0.37,1
POTD_ECOLI,0.50,0.46,0.31,0.29,1
DSBA_ECOLI,0.50,0.40,0.54,0.39,1
GLPD_ECOLI,0.50,0.48,0.35,0.41,0
ENO_ECOLI,0.50,0.42,0.29,0.39,0
GCVA_ECOLI,0.50,0.45,0.39,0.47,0
PTKC_ECOLI,0.50,0.57,0.75,0.78,1
PTDA_ECOLI,0.50,0.45,0.81,0.83,1
LON_ECOLI,0.50,0.30,0.33,0.43,0
PAL_ECOLI,0.50,0.66,0.58,0.16,1
MULI_ECOLI,0.50,0.37,0.54,0.01,1
LIVK_ECOLI,0.50,0.43,0.44,0.42,1
MALG_ECOLI,0.50,0.56,0.86,0.83,1
NUPC_ECOLI,0.50,0.70,0.86,0.87,1
LYSR_ECOLI,0.50,0.50,0.46,0.54,0
PTR_ECOLI,0.50,0.44,0.39,0.39,1
NRFA_ECOLI,0.50,0.30,0.39,0.24,1
PTNA_ECOLI,0.50,0.30,0.34,0.43,0
RBSB_ECOLI,0.50,0.37,0.39,0.44,1
SYT_ECOLI,0.50,0.42,0.39,0.47,0
GLTS_ECOLI,0.50,0.59,0.73,0.76,1
RNC_ECOLI,0.50,0.44,0.32,0.41,0
AMY2_ECOLI,0.50,0.51,0.28,0.39,0
RNE_ECOLI,0.50,0.33,0.45,0.52,0
FECA_ECOLI,0.50,0.72,0.38,0.38,1
IF1_ECOLI,0.50,0.45,0.03,0.17,0
SECF_ECOLI,0.50,0.58,0.72,0.68,1
SOXS_ECOLI,0.50,0.60,0.06,0.20,0
PHOB_ECOLI,0.50,0.45,0.31,0.41,0
TOLB_ECOLI,0.50,0.63,0.48,0.41,1
AAS_ECOLI,0.50,0.43,0.47,0.54,1
RND_ECOLI,0.50,0.39,0.38,0.40,0
PTCB_ECOLI,0.50,0.16,0.29,0.39,0
SYR_ECOLI,0.50,0.42,0.35,0.44,0
DPPB_ECOLI,0.50,0.48,0.73,0.76,1
SYD_ECOLI,0.50,0.43,0.29,0.39,0
NFRC_ECOLI,0.50,0.47,0.26,0.36,0
SYL_ECOLI,0.50,0.41,0.29,0.39,0
EFTS_ECOLI,0.50,0.31,0.19,0.31,0
NHAB_ECOLI,0.50,0.56,0.78,0.73,1
LLDP_ECOLI,0.50,0.59,0.66,0.66,1
NMPC_ECOLI,0.50,0.74,0.54,0.37,1
CYNR_ECOLI,0.50,0.41,0.34,0.43,0
MALE_ECOLI,0.50,0.37,0.45,0.40,1
DLDH_ECOLI,0.50,0.34,0.37,0.46,0
HTRA_ECOLI,0.50,0.60,0.40,0.39,1
METK_ECOLI,0.50,0.41,0.33,0.42,0
MOTB_ECOLI,0.50,0.42,0.61,0.34,1
FHUE_ECOLI,0.50,0.77,0.59,0.52,1
SECE_ECOLI,0.50,0.52,0.77,0.71,1
DSBD_ECOLI,0.50,0.50,0.71,0.75,1
FEPG_ECOLI,0.50,0.51,0.78,0.74,1
FES_ECOLI,0.50,0.35,0.28,0.38,0
NLPE_ECOLI,0.50,0.52,0.59,0.30,1
CYSP_ECOLI,0.50,0.51,0.37,0.38,1
UVRC_ECOLI,0.50,0.44,0.52,0.59,0
MCP1_ECOLI,0.50,0.59,0.89,0.90,1
BCR_ECOLI,0.50,0.66,0.81,0.83,1
GT_ECOLI,0.50,0.39,0.28,0.39,0
EMRA_ECOLI,0.50,0.49,0.92,0.37,1
OMPF_ECOLI,0.50,0.83,0.57,0.30,1
UHPB_ECOLI,0.50,0.50,0.66,0.68,1
GLNH_ECOLI,0.50,0.39,0.47,0.34,1
UGPQ_ECOLI,0.50,0.36,0.26,0.37,0
PHOH_ECOLI,0.50,0.41,0.23,0.34,0
MALM_ECOLI,0.50,0.50,0.57,0.42,1
FHUA_ECOLI,0.50,0.65,0.41,0.28,1
KAD_ECOLI,0.50,0.28,0.33,0.42,0
NADA_ECOLI,0.50,0.34,0.25,0.35,0
CFA_ECOLI,0.50,0.48,0.16,0.28,0
SYA_ECOLI,0.50,0.51,0.49,0.56,0
ASG1_ECOLI,0.50,0.57,0.27,0.37,0
PFLA_ECOLI,0.50,0.43,0.27,0.37,0
CYOE_ECOLI,0.50,0.54,0.64,0.68,1
PROX_ECOLI,0.50,0.50,0.36,0.38,1
SLP_ECOLI,0.50,0.62,0.55,0.28,1
TREA_ECOLI,0.50,0.47,0.68,0.30,1
CYPH_ECOLI,0.50,0.54,0.49,0.23,1
LEP_ECOLI,0.50,0.45,0.73,0.68,1
PTAA_ECOLI,0.50,0.55,0.80,0.82,1
RIMJ_ECOLI,0.50,0.54,0.16,0.28,0
THIK_ECOLI,0.50,0.49,0.37,0.46,0
SYP_ECOLI,0.50,0.44,0.37,0.46,0
CAFA_ECOLI,0.50,0.46,0.24,0.35,0
OMPR_ECOLI,0.50,0.37,0.28,0.38,0
AMY1_ECOLI,0.50,0.56,0.52,0.43,1
ATKA_ECOLI,0.50,0.65,0.77,0.79,1
TORA_ECOLI,0.50,0.52,0.49,0.56,1
ATP6_ECOLI,0.50,0.51,0.77,0.79,1
MALZ_ECOLI,0.50,0.48,0.47,0.54,0
XYLA_ECOLI,0.50,0.54,0.27,0.37,0
XGPT_ECOLI,0.50,0.37,0.38,0.43,0
CRED_ECOLI,0.50,0.57,0.77,0.79,1
OTC2_ECOLI,0.50,0.45,0.25,0.35,0
EXBD_ECOLI,0.50,0.36,0.76,0.23,1
PTWX_ECOLI,0.50,0.34,0.37,0.28,0
PNTB_ECOLI,0.50,0.57,0.78,0.80,1
ARAE_ECOLI,0.50,0.59,0.88,0.89,1
PTGB_ECOLI,0.50,0.57,0.70,0.74,1
MCP4_ECOLI,0.50,0.61,0.76,0.79,1
CIRA_ECOLI,0.50,0.66,0.54,0.33,1
PT1_ECOLI,0.50,0.37,0.36,0.42,0
GABP_ECOLI,0.50,0.52,0.76,0.79,1
DSBB_ECOLI,0.50,0.31,0.92,0.92,1
PTHP_ECOLI,0.50,0.36,0.21,0.32,0
CPXA_ECOLI,0.50,0.46,0.82,0.70,1
USPA_ECOLI,0.50,0.55,0.22,0.33,0
FIMC_ECOLI,0.50,0.49,0.70,0.20,1
MEPA_ECOLI,0.50,0.35,0.52,0.33,1
CYPC_ECOLI,0.50,0.48,0.22,0.23,0
SPEA_ECOLI,0.50,0.52,0.40,0.48,1
PSTC_ECOLI,0.50,0.56,0.87,0.81,1
SYQ_ECOLI,0.50,0.45,0.22,0.33,0
RODA_ECOLI,0.50,0.46,0.87,0.88,1
APT_ECOLI,0.50,0.46,0.51,0.57,0
GALP_ECOLI,0.50,0.59,0.85,0.86,1
LPLA_ECOLI,0.50,0.54,0.34,0.43,0
FECB_ECOLI,0.50,0.38,0.65,0.56,1
LNT_ECOLI,0.50,0.54,0.67,0.71,1
GLNP_ECOLI,0.50,0.53,0.79,0.81,1
MASY_ECOLI,0.50,0.46,0.24,0.35,0
SYH_ECOLI,0.50,0.50,0.42,0.50,0
LEU3_ECOLI,0.50,0.45,0.33,0.42,0
PMBA_ECOLI,0.50,0.58,0.31,0.41,0
USHA_ECOLI,0.50,0.44,0.39,0.38,1
CYSE_ECOLI,0.50,0.47,0.33,0.42,0
DSBC_ECOLI,0.50,0.31,0.38,0.43,1
ECOT_ECOLI,0.50,0.25,0.42,0.25,1
CYDB_ECOLI,0.50,0.64,0.70,0.74,1
FECR_ECOLI,0.50,0.53,0.28,0.38,1
SYV_ECOLI,0.50,0.42,0.48,0.55,0
CSPA_ECOLI,0.50,0.73,0.05,0.14,0
FABB_ECOLI,0.50,0.59,0.30,0.40,0
SYGA_ECOLI,0.50,0.53,0.14,0.26,0
AMPE_ECOLI,0.50,0.51,0.82,0.84,1
CHEW_ECOLI,0.50,0.55,0.52,0.58,0
LAMB_ECOLI,0.50,0.73,0.50,0.25,1
SYE_ECOLI,0.50,0.43,0.20,0.31,0
MELB_ECOLI,0.50,0.62,0.74,0.77,1
OMPX_ECOLI,0.50,0.88,0.53,0.20,1
LYSP_ECOLI,0.50,0.67,0.90,0.90,1
AROP_ECOLI,0.50,0.58,0.75,0.78,1
OMPP_ECOLI,0.50,0.77,0.39,0.21,1
SECY_ECOLI,0.50,0.58,0.94,0.94,1
EFTU_ECOLI,0.50,0.41,0.38,0.46,0
PTKA_ECOLI,0.50,0.29,0.28,0.39,0
TONB_ECOLI,0.50,0.06,0.49,0.33,1
PHEP_ECOLI,0.50,0.63,0.70,0.74,1
CYOD_ECOLI,0.50,0.65,0.82,0.84,1
