Romania,3,1,237,22,6,0
Uganda,4,1,236,13,10,0
France,3,1,547,54,3,1
Philippines,6,1,300,48,10,1
Sierra-Leone,4,4,72,3,1,0
Parguay,2,3,407,3,2,1
Venezuela,2,4,912,15,2,1
Kuwait,5,1,18,2,8,0
Ethiopia,4,1,1222,31,10,1
Bolivia,2,3,1099,6,2,1
Brazil,2,3,8512,119,6,1
Vanuatu,6,2,15,0,6,1
Chad,4,1,1284,4,3,0
Seychelles,4,2,0,0,1,1
Somalia,4,1,637,5,10,0
Papua-New-Guinea,6,2,463,3,1,0
Poland,3,1,313,36,5,0
San-Marino,3,1,0,0,6,1
Czechoslovakia,3,1,128,15,5,0
Spain,3,4,505,38,2,1
Malta,3,1,0,0,10,1
Iran,5,1,1648,39,6,0
Cyprus,3,1,9,1,6,1
Kiribati,6,1,0,0,1,1
Mongolia,5,1,1566,2,10,0
St-Kitts-Nevis,1,4,0,0,1,1
Jamaica,1,4,11,2,1,1
South-Africa,4,2,1221,29,6,1
French-Polynesia,6,3,4,0,3,1
Finland,3,1,337,5,9,1
Sweden,3,1,450,8,6,1
Malawi,4,2,118,6,10,0
Dominican-Republic,1,4,49,6,2,1
Falklands-Malvinas,2,3,12,0,1,1
Italy,3,1,301,57,6,1
Iceland,3,4,103,0,6,1
British-Virgin-Isles,1,4,0,0,1,1
Nicaragua,1,4,128,3,2,1
Australia,6,2,7690,15,1,1
Afghanistan,5,1,648,16,10,0
Senegal,4,4,196,6,3,0
St-Helena,4,3,0,0,1,1
Togo,4,1,57,2,3,0
Dominica,1,4,0,0,1,1
Liberia,4,4,111,1,10,0
Barbados,1,4,0,0,1,1
Marianas,6,1,0,0,10,1
Colombia,2,4,1139,28,2,1
Malagasy,4,2,587,9,10,1
Taiwan,5,1,36,18,7,0
Kampuchea,5,1,181,6,10,0
Saudi-Arabia,5,1,2150,9,8,0
Bahamas,1,4,19,0,1,1
Indonesia,6,2,1904,157,10,0
Germany-FRG,3,1,249,61,4,1
Cuba,1,4,115,10,2,0
Panama,2,4,76,2,2,1
Algeria,4,1,2388,20,8,0
US-Virgin-Isles,1,4,0,0,1,1
Zimbabwe,4,2,391,8,10,0
Chile,2,3,757,11,2,1
Greenland,1,4,2176,0,6,1
Thailand,5,1,514,49,10,0
Malaysia,5,1,333,13,10,0
South-Korea,5,1,99,39,10,0
Burkina,4,4,274,7,3,0
Burma,5,1,678,35,10,0
Angola,4,2,1247,7,10,0
Monaco,3,1,0,0,3,1
Cayman-Islands,1,4,0,0,1,1
Belize,1,4,23,0,1,1
Swaziland,4,2,17,1,10,1
Kenya,4,1,583,17,10,0
Burundi,4,2,28,4,10,0
Oman,5,1,212,1,8,0
American-Samoa,6,3,0,0,1,1
Israel,5,1,21,4,10,0
Montserrat,1,4,0,0,1,1
Antigua-Barbuda,1,4,0,0,1,1
Nepal,5,1,140,16,10,0
Bulgaria,3,1,111,9,5,0
Cook-Islands,6,3,0,0,1,1
New-Zealand,6,2,268,2,1,1
Germany-DDR,3,1,108,17,4,0
Trinidad-Tobago,2,4,5,1,1,1
Albania,3,1,29,3,6,0
Singapore,5,1,1,3,7,0
Gabon,4,2,268,1,10,0
Anguilla,1,4,0,0,1,1
Ivory-Coast,4,4,323,7,3,0
French-Guiana,2,4,91,0,3,1
St-Lucia,1,4,0,0,1,1
Tanzania,4,2,945,18,10,0
China,5,1,9561,1008,7,0
