20.67,5.29,u,g,q,v,0.375,0
32.08,4,y,p,cc,v,1.5,0
36.33,3.79,u,g,w,v,1.165,0
39.92,5,u,g,i,bb,0.21,0
69.17,9,u,g,ff,ff,4,0
52.83,15,u,g,c,v,5.5,1
54.58,9.415,u,g,ff,ff,14.415,1
26.67,14.585,u,g,i,bb,0,0
21.08,10.085,y,p,e,h,1.25,0
45.00,4.585,u,g,k,h,1,0
22.08,11.46,u,g,k,v,1.585,0
19.67,0.375,u,g,q,v,2,1
33.08,1.625,u,g,d,v,0.54,0
43.17,5,u,g,i,bb,2.25,0
30.42,1.375,u,g,w,h,0.04,0
37.17,4,u,g,c,bb,5,0
36.67,2,u,g,i,v,0.25,0
21.50,9.75,u,g,c,v,0.25,0
48.17,3.5,u,g,aa,v,3.5,1
26.67,2.71,y,p,cc,v,5.25,1
27.58,3,u,g,m,v,2.79,0
32.75,2.335,u,g,d,h,5.75,0
16.92,0.335,y,p,k,v,0.29,0
27.83,1.5,u,g,w,v,2.25,0
26.92,2.25,u,g,i,bb,0.5,0
22.50,8.46,y,p,x,v,2.46,1
18.08,5.5,u,g,k,v,0.5,1
48.33,12,u,g,m,v,16,1
19.00,1.75,y,p,c,v,2.335,0
20.42,1.835,u,g,c,v,2.25,1
32.25,0.165,y,p,c,h,3.25,1
27.58,2.04,y,p,aa,v,2,1
50.08,12.54,u,g,aa,v,2.29,1
16.25,0.835,u,g,m,v,0.085,0
22.75,11.5,u,g,i,v,0.415,0
32.67,5.5,u,g,q,h,5.5,1
17.67,4.46,u,g,c,v,0.25,0
25.00,12,u,g,k,v,2.25,0
31.25,3.75,u,g,cc,h,0.625,1
20.67,0.835,y,p,c,v,2,0
23.58,0.585,y,p,ff,ff,0.125,0
18.17,2.46,u,g,c,n,0.96,0
49.83,13.585,u,g,k,h,8.5,1
22.25,0.46,u,g,k,v,0.125,0
32.33,0.54,u,g,cc,v,0.04,1
28.50,1,u,g,q,v,1,0
23.58,1.79,u,g,c,v,0.54,0
30.75,1.585,u,g,d,v,0.585,0
22.17,12.125,u,g,c,v,3.335,0
48.08,3.75,u,g,i,bb,1,0
25.92,0.875,u,g,k,v,0.375,0
56.42,28,y,p,c,v,28.5,1
29.50,0.46,u,g,k,v,0.54,1
19.17,8.585,u,g,cc,h,0.75,1
25.00,12.33,u,g,cc,h,3.5,1
28.67,1.04,u,g,c,v,2.5,1
36.75,4.71,u,g,ff,ff,0,0
37.42,2.04,u,g,w,v,0.04,1
38.58,5,u,g,cc,v,13.5,0
34.83,2.5,y,p,w,v,3,0
36.67,3.25,u,g,q,h,9,1
25.17,6,u,g,c,v,1,1
18.25,0.165,u,g,d,v,0.25,0
35.17,4.5,u,g,x,h,5.75,1
25.08,1.71,u,g,x,v,1.665,1
23.08,11.5,u,g,w,h,2.125,1
25.75,0.75,u,g,c,bb,0.25,1
44.83,7,y,p,c,v,1.625,0
65.42,11,u,g,e,z,20,1
43.25,25.21,u,g,q,h,0.21,0
21.83,0.25,u,g,d,h,0.665,1
62.50,12.75,y,p,c,h,5,0
41.00,0.04,u,g,e,v,0.04,1
64.08,0.165,u,g,ff,ff,0,1
27.83,4,y,p,i,h,5.75,0
31.00,2.085,u,g,c,v,0.085,0
20.75,10.335,u,g,cc,h,0.335,1
38.25,6,u,g,k,v,1,1
39.50,1.625,u,g,c,v,1.5,0
20.17,9.25,u,g,c,v,1.665,1
28.42,3.5,u,g,w,v,0.835,1
40.58,5,u,g,c,v,5,1
27.83,1,y,p,d,h,3,0
24.50,2.415,y,p,c,v,0,0
18.67,5,u,g,q,v,0.375,0
21.92,0.5,u,g,c,v,0.125,0
22.50,8.5,u,g,q,v,1.75,0
22.33,11,u,g,w,v,2,1
22.25,9,u,g,aa,v,0.085,0
44.00,2,u,g,m,v,1.75,1
27.67,2.04,u,g,w,v,0.25,0
52.42,1.5,u,g,d,v,3.75,0
56.58,18.5,u,g,d,bb,15,1
30.17,0.5,u,g,c,v,1.75,1
18.83,4.415,y,p,c,h,3,1
30.67,12,u,g,c,v,2,1
64.08,20,u,g,x,h,17.5,1
62.75,7,u,g,e,z,0,0
34.00,5.085,y,p,i,bb,1.085,0
18.92,9,u,g,aa,v,0.75,1
25.42,0.54,u,g,w,v,0.165,0
20.83,8.5,u,g,c,v,0.165,0
31.67,16.165,u,g,d,v,3,1
17.42,6.5,u,g,i,v,0.125,0
21.50,11.5,u,g,i,v,0.5,0
29.50,0.58,u,g,w,v,0.29,0
40.33,7.54,y,p,q,h,8,1
33.17,3.165,y,p,x,v,3.165,1
41.50,1.54,u,g,i,bb,3.5,1
35.75,2.415,u,g,w,v,0.125,0
34.83,1.25,y,p,i,h,0.5,0
20.67,3,u,g,q,v,0.165,1
40.92,0.835,u,g,ff,ff,0,0
24.33,6.625,y,p,d,v,5.5,1
32.00,1.75,y,p,e,h,0.04,1
48.50,4.25,u,g,m,v,0.125,1
34.25,1.75,u,g,w,bb,0.25,0
42.17,5.04,u,g,q,h,12.75,1
36.00,1,u,g,c,v,2,1
40.58,1.5,u,g,i,bb,0,0
32.33,3.5,u,g,k,v,0.5,0
51.92,6.5,u,g,i,bb,3.085,0
22.67,0.335,u,g,q,v,0.75,0
32.42,3,u,g,d,v,0.165,0
21.83,11,u,g,x,v,0.29,1
26.33,13,u,g,e,dd,0,0
45.17,1.5,u,g,c,v,2.5,0
63.33,0.54,u,g,c,v,0.585,0
53.33,0.165,u,g,ff,ff,0,0
21.17,0.875,y,p,c,h,0.25,0
24.08,0.5,u,g,q,h,1.25,1
45.83,10.5,u,g,q,v,5,1
34.75,2.5,u,g,cc,bb,0.5,0
21.58,0.79,y,p,cc,v,0.665,0
30.58,2.71,y,p,m,v,0.125,0
22.00,0.79,u,g,w,v,0.29,0
18.83,3.54,y,p,ff,ff,0,0
38.17,10.125,u,g,x,v,2.5,1
34.00,4.5,u,g,aa,v,1,0
24.50,13.335,y,p,aa,v,0.04,0
24.92,1.25,u,g,ff,ff,0,0
21.83,1.54,u,g,k,v,0.085,0
24.08,9,u,g,aa,v,0.25,0
15.75,0.375,u,g,c,v,1,0
26.17,12.5,y,p,k,h,1.25,0
31.33,19.5,u,g,c,v,7,1
39.50,4.25,u,g,c,bb,6.5,1
42.83,1.25,u,g,m,v,13.875,0
39.00,5,u,g,cc,v,3.5,1
23.08,2.5,u,g,c,v,1.085,1
41.17,1.335,u,g,d,v,0.165,0
35.00,3.375,u,g,c,h,8.29,0
23.25,4,u,g,c,bb,0.25,1
47.33,6.5,u,g,c,v,1,0
36.17,0.42,y,p,w,v,0.29,0
34.08,0.08,y,p,m,bb,0.04,1
25.33,2.085,u,g,c,h,2.75,0
35.17,25.125,u,g,x,h,1.625,1
54.83,15.5,u,g,e,z,0,0
65.17,14,u,g,ff,ff,0,1
22.50,0.125,y,p,k,v,0.125,0
26.67,4.25,u,g,cc,v,4.29,1
33.58,2.75,u,g,m,v,4.25,1
26.67,1.75,y,p,c,v,1,1
27.25,0.625,u,g,aa,v,0.455,0
16.50,1.25,u,g,q,v,0.25,0
56.50,16,u,g,j,ff,0,1
21.33,10.5,u,g,c,v,3,1
18.83,0,u,g,q,v,0.665,0
33.25,2.5,y,p,c,v,2.5,0
28.58,3.75,u,g,c,v,0.25,0
19.67,10,y,p,k,h,0.835,0
21.25,2.335,u,g,i,bb,0.5,1
32.83,2.5,u,g,cc,h,2.75,1
16.17,0.04,u,g,c,v,0.04,1
47.67,2.5,u,g,m,bb,2.5,1
19.42,7.25,u,g,m,v,0.04,0
18.50,2,u,g,i,v,1.5,1
53.92,9.625,u,g,e,v,8.665,1
26.17,0.25,u,g,i,bb,0,1
41.75,0.96,u,g,x,v,2.5,1
20.83,0.5,y,p,e,dd,1,0
49.58,19,u,g,ff,ff,0,0
21.17,0,u,g,c,v,0.5,0
23.25,12.625,u,g,c,v,0.125,0
28.33,5,u,g,w,v,11,1
30.17,6.5,u,g,cc,v,3.125,1
25.67,3.25,u,g,c,h,2.29,0
26.75,1.125,u,g,x,h,1.25,1
29.67,0.75,y,p,c,v,0.04,0
33.50,1.75,u,g,x,h,4.5,1
34.67,1.08,u,g,m,v,1.165,0
15.83,0.585,u,g,c,h,1.5,1
42.75,4.085,u,g,aa,v,0.04,0
27.67,1.5,u,g,m,v,2,0
28.25,5.04,y,p,c,bb,1.5,1
51.58,15,u,g,c,v,8.5,1
29.58,1.75,y,p,k,v,1.25,0
21.42,0.75,y,p,r,n,0.75,0
52.50,6.5,u,g,k,v,6.29,1
34.17,5.25,u,g,w,v,0.085,1
20.75,5.085,y,p,j,v,0.29,0
36.08,2.54,u,g,ff,ff,0,0
28.17,0.375,u,g,q,v,0.585,1
22.67,0.165,u,g,c,j,2.25,1
31.25,2.835,u,g,ff,ff,0,0
17.33,9.5,u,g,aa,v,1.75,0
23.92,0.585,y,p,cc,h,0.125,0
43.17,2.25,u,g,i,bb,0.75,0
23.25,1.5,u,g,q,v,2.375,1
29.83,1.25,y,p,k,v,0.25,0
41.17,6.5,u,g,q,v,0.5,1
42.50,4.915,y,p,w,v,3.165,1
40.83,10,u,g,q,h,1.75,1
19.17,0,y,p,m,bb,0,1
32.92,2.5,u,g,aa,v,1.75,0
19.17,4,y,p,i,v,1,0
39.58,5,u,g,ff,ff,0,0
33.25,3,y,p,aa,v,2,0
30.83,0,u,g,w,v,1.25,1
32.33,7.5,u,g,e,bb,1.585,0
18.33,1.21,y,p,e,dd,0,0
26.58,2.54,y,p,ff,ff,0,0
30.50,6.5,u,g,c,bb,4,1
18.83,0.415,y,p,c,v,0.165,0
20.50,11.835,u,g,c,h,6,1
19.00,0,y,p,ff,ff,0,0
36.17,18.125,u,g,w,v,0.085,0
36.58,0.29,u,g,ff,ff,0,0
41.00,2.04,y,p,q,h,0.125,1
22.67,0.75,u,g,i,v,1.585,0
21.75,11.75,u,g,c,v,0.25,0
22.58,1.5,y,p,aa,v,0.54,0
22.67,0.75,u,g,c,v,2,0
37.50,0.835,u,g,e,v,0.04,0
31.92,3.125,u,g,ff,ff,3.04,0
47.75,8,u,g,c,v,7.875,1
27.83,1.5,u,g,w,v,2,1
27.25,1.585,u,g,cc,h,1.835,1
19.17,5.415,u,g,i,h,0.29,0
47.17,5.835,u,g,w,v,5.5,0
42.00,0.205,u,g,i,h,5.125,1
18.58,10.29,u,g,ff,ff,0.415,0
22.67,7,u,g,c,v,0.165,0
24.83,4.5,u,g,w,v,1,0
22.08,0.83,u,g,c,h,2.165,1
57.58,2,u,g,ff,ff,6.5,0
20.75,9.54,u,g,i,v,0.04,0
26.00,1,u,g,q,v,1.75,1
26.25,1.54,u,g,w,v,0.125,0
37.33,2.665,u,g,cc,v,0.165,0
27.67,13.75,u,g,w,v,5.75,1
23.58,0.835,u,g,i,h,0.085,0
18.83,9.5,u,g,w,v,1.625,1
23.17,11.125,u,g,x,h,0.46,1
22.92,3.165,y,p,c,v,0.165,0
27.75,0.585,y,p,cc,v,0.25,1
46.08,3,u,g,c,v,2.375,1
20.42,7,u,g,c,v,1.625,1
52.50,7,u,g,aa,h,3,0
23.92,0.665,u,g,c,v,0.165,1
33.08,4.625,u,g,q,h,1.625,1
17.92,0.205,u,g,aa,v,0.04,0
36.42,0.75,y,p,d,v,0.585,0
20.75,10.25,u,g,q,v,0.71,1
25.17,3,u,g,c,v,1.25,0
45.00,8.5,u,g,cc,h,14,1
57.83,7.04,u,g,m,v,14,1
19.42,6.5,u,g,w,h,1.46,1
23.08,2.5,u,g,ff,ff,0.085,0
21.75,1.75,y,p,j,j,0,0
20.67,0.415,u,g,c,v,0.125,0
56.83,4.25,y,p,ff,ff,5,0
25.08,2.54,y,p,aa,v,0.25,1
36.33,2.125,y,p,w,v,0.085,1
32.42,2.165,y,p,k,ff,0,0
13.75,4,y,p,w,v,1.75,1
22.75,6.165,u,g,aa,v,0.165,0
22.17,0.585,y,p,ff,ff,0,0
20.08,0.25,u,g,q,v,0.125,0
18.17,10,y,p,q,h,0.165,0
21.00,4.79,y,p,w,v,2.25,1
57.08,19.5,u,g,c,v,5.5,1
27.17,1.25,u,g,ff,ff,0,0
23.00,1.835,u,g,j,j,0,0
33.92,1.585,y,p,ff,ff,0,0
28.67,9.335,u,g,q,h,5.665,1
44.25,0.5,u,g,m,v,10.75,0
32.00,6,u,g,d,v,1.25,0
42.75,3,u,g,i,bb,1,0
22.67,10.5,u,g,q,h,1.335,1
17.25,3,u,g,k,v,0.04,0
40.92,2.25,y,p,x,h,10,0
58.58,2.71,u,g,c,v,2.415,0
41.33,1,u,g,i,bb,2.25,1
40.58,3.29,u,g,m,v,3.5,0
20.33,10,u,g,c,h,1,1
26.92,13.5,u,g,q,h,5,1
21.33,7.5,u,g,aa,v,1.415,1
51.42,0.04,u,g,x,h,0.04,1
22.67,1.585,y,p,w,v,3.085,1
31.08,3.085,u,g,c,v,2.5,0
21.08,5,y,p,ff,ff,0,0
36.17,5.5,u,g,i,bb,5,0
34.17,9.17,u,g,c,v,4.5,1
28.58,3.625,u,g,aa,v,0.25,0
26.83,0.54,u,g,k,ff,0,0
20.25,9.96,u,g,e,dd,0,1
44.25,11,y,p,d,v,1.5,0
19.33,9.5,u,g,q,v,1,1
48.58,0.205,y,p,k,v,0.25,1
39.33,5.875,u,g,cc,h,10,1
36.25,5,u,g,c,bb,2.5,1
52.17,0,y,p,ff,ff,0,0
19.50,0.29,u,g,k,v,0.29,0
29.92,1.835,u,g,c,h,4.335,1
31.42,15.5,u,g,c,v,0.5,0
22.50,0.415,u,g,i,v,0.335,0
18.17,10.25,u,g,c,h,1.085,0
38.92,1.665,u,g,aa,v,0.25,0
33.58,0.335,y,p,cc,v,0.085,0
28.25,5.125,u,g,x,v,4.75,1
34.08,6.5,u,g,aa,v,0.125,0
58.67,4.46,u,g,q,h,3.04,1
23.00,0.75,u,g,m,v,0.5,0
33.17,3.04,y,p,c,h,2.04,1
23.58,0.46,y,p,w,v,2.625,0
68.67,15,u,g,e,z,0,1
23.25,1,u,g,c,v,0.835,1
24.58,0.67,u,g,aa,h,1.75,0
25.00,0.875,u,g,x,h,1.04,1
19.58,0.665,u,g,w,v,1.665,0
28.75,1.165,u,g,k,v,0.5,0
38.25,10.125,y,p,k,v,0.125,0
31.25,1.125,u,g,ff,ff,0,0
49.50,7.585,u,g,i,bb,7.585,1
25.00,11.25,u,g,c,v,2.5,1
24.33,2.5,y,p,i,bb,4.5,0
20.00,7,u,g,c,v,0.5,0
31.08,1.5,y,p,w,v,0.04,0
27.83,1.54,u,g,w,v,3.75,1
23.42,0.79,y,p,q,v,1.5,1
30.67,2.5,u,g,cc,h,2.25,0
55.92,11.5,u,g,ff,ff,5,1
21.92,11.665,u,g,k,h,0.085,0
27.42,12.5,u,g,aa,bb,0.25,0
39.17,2.5,y,p,i,h,10,0
32.17,1.46,u,g,w,v,1.085,1
24.75,12.5,u,g,aa,v,1.5,1
18.42,10.415,y,p,aa,v,0.125,0
30.25,5.5,u,g,k,v,5.5,0
33.17,1,u,g,x,v,0.75,1
24.75,3,u,g,q,h,1.835,1
59.50,2.75,u,g,w,v,1.75,1
42.83,4.625,u,g,q,v,4.58,1
38.33,4.415,u,g,c,v,0.125,0
16.08,0.335,u,g,ff,ff,0,0
20.17,8.17,u,g,aa,v,1.96,1
21.00,3,y,p,d,v,1.085,1
33.75,2.75,u,g,i,bb,0,0
39.83,0.5,u,g,m,v,0.25,0
51.83,3,y,p,ff,ff,1.5,0
37.50,1.75,y,p,c,bb,0.25,0
22.92,1.25,u,g,q,v,0.25,0
26.75,4.5,y,p,c,bb,2.5,0
16.33,4.085,u,g,i,h,0.415,0
23.50,9,u,g,q,v,8.5,1
16.50,0.125,u,g,c,v,0.165,0
34.92,2.5,u,g,w,v,0,1
20.00,1.25,y,p,k,v,0.125,0
23.75,0.71,u,g,w,v,0.25,0
57.42,8.5,u,g,e,h,7,1
33.67,2.165,u,g,c,v,1.5,0
25.58,0.335,u,g,k,h,3.5,0
17.58,10,u,g,w,h,0.165,0
31.75,3,y,p,j,j,0,0
23.42,1,u,g,c,v,0.5,0
41.42,5,u,g,q,h,5,1
15.92,2.875,u,g,q,v,0.085,0
41.17,1.25,y,p,w,v,0.25,0
48.75,8.5,u,g,c,h,12.5,1
40.92,0.5,y,p,m,v,0.5,0
34.00,5.5,y,p,c,v,1.5,0
60.58,16.5,u,g,q,v,11,1
16.33,0.21,u,g,aa,v,0.125,0
20.17,5.625,u,g,w,v,1.71,1
16.00,0.165,u,g,aa,v,1,0
20.42,10.5,y,p,x,h,0,0
49.17,2.29,u,g,ff,ff,0.29,0
37.75,5.5,u,g,q,v,0.125,1
25.67,0.29,y,p,c,v,1.5,0
23.33,11.625,y,p,w,v,0.835,1
25.75,0.5,u,g,c,h,0.875,1
23.42,0.585,u,g,c,h,0.085,0
22.08,2.335,u,g,k,v,0.75,0
67.75,5.5,u,g,e,z,13,1
22.58,10.75,u,g,q,v,0.415,1
22.67,0.79,u,g,i,v,0.085,0
33.67,0.375,u,g,cc,v,0.375,1
22.83,3,u,g,m,v,1.29,1
42.00,9.79,u,g,x,h,7.96,1
58.33,10,u,g,q,v,4,1
59.67,1.54,u,g,q,v,0.125,1
16.92,0.5,u,g,i,v,0.165,0
28.58,3.54,u,g,i,bb,0.5,0
30.58,10.665,u,g,q,h,0.085,0
24.58,1.25,u,g,c,v,0.25,0
39.17,1.625,u,g,c,v,1.5,1
19.58,0.665,y,p,c,v,1,0
35.75,0.915,u,g,aa,v,0.75,1
42.08,1.04,u,g,w,v,5,1
22.42,11.25,y,p,x,h,0.75,1
50.75,0.585,u,g,ff,ff,0,0
17.08,0.25,u,g,q,v,0.335,0
32.75,1.5,u,g,cc,h,5.5,1
76.75,22.29,u,g,e,z,12.75,1
28.92,15,u,g,c,h,5.335,1
20.08,1.25,u,g,c,v,0,0
25.25,12.5,u,g,d,v,1,0
24.17,0.875,u,g,q,v,4.625,1
44.33,0.5,u,g,i,h,5,1
15.83,7.625,u,g,q,v,0.125,0
39.92,0.54,y,p,aa,v,0.5,1
27.00,1.5,y,p,w,v,0.375,1
27.25,1.665,u,g,cc,h,5.085,1
