med,vhigh,med,med,1
vhigh,high,small,med,0
low,low,med,high,3
vhigh,med,med,low,0
low,high,med,low,0
high,high,small,low,0
low,med,small,high,0
low,med,small,low,0
high,low,med,med,1
med,vhigh,big,med,1
high,high,small,high,0
vhigh,low,small,med,0
high,low,med,high,0
med,vhigh,big,high,1
high,med,med,low,0
low,high,small,high,1
low,med,med,med,2
high,vhigh,med,med,0
med,low,med,med,1
med,high,small,low,0
high,med,big,high,0
high,med,small,low,0
vhigh,med,big,low,0
med,vhigh,big,high,1
high,low,small,low,0
low,low,med,high,0
vhigh,high,big,high,0
med,vhigh,big,med,0
vhigh,low,big,high,1
vhigh,med,small,low,0
vhigh,vhigh,small,high,0
vhigh,high,med,low,0
med,vhigh,big,low,0
high,high,med,high,1
vhigh,med,big,med,0
high,low,small,high,0
vhigh,low,med,low,0
high,vhigh,big,med,0
low,vhigh,small,high,1
med,low,big,med,0
med,med,big,high,3
low,low,small,high,2
high,vhigh,med,med,0
low,high,med,high,1
high,med,med,med,1
med,vhigh,med,low,0
med,high,small,high,0
low,med,small,low,0
vhigh,high,big,high,0
low,high,big,high,0
low,vhigh,small,med,0
med,high,med,med,1
low,med,big,high,3
med,low,small,med,1
low,med,med,med,1
high,med,big,high,1
low,vhigh,small,med,0
high,vhigh,med,high,0
med,vhigh,med,high,1
med,high,med,med,0
vhigh,high,big,low,0
low,high,big,med,1
vhigh,med,med,high,0
low,high,small,high,1
med,med,big,med,1
high,vhigh,big,low,0
low,med,small,high,2
high,low,small,low,0
high,vhigh,med,med,0
vhigh,high,big,med,0
vhigh,low,med,low,0
vhigh,med,med,low,0
vhigh,low,med,high,1
vhigh,med,big,med,1
low,vhigh,small,high,1
vhigh,low,small,med,0
med,med,small,med,1
vhigh,vhigh,big,high,0
med,high,big,high,0
med,med,big,high,0
high,vhigh,med,low,0
med,low,big,med,0
low,med,small,med,0
high,high,big,low,0
low,high,small,med,1
low,vhigh,big,high,0
low,vhigh,small,med,0
low,med,small,low,0
vhigh,high,small,med,0
med,med,med,med,1
high,low,med,low,0
med,low,small,low,0
low,vhigh,small,low,0
vhigh,vhigh,small,high,0
low,high,big,high,3
med,low,small,med,0
vhigh,high,big,low,0
med,vhigh,small,high,1
med,vhigh,small,med,0
vhigh,low,small,high,1
high,high,small,low,0
vhigh,low,big,low,0
high,vhigh,med,low,0
vhigh,low,small,med,0
vhigh,vhigh,big,low,0
high,high,med,low,0
high,high,big,low,0
low,high,big,med,0
vhigh,med,small,high,1
vhigh,med,small,med,0
high,low,small,med,0
vhigh,med,small,med,0
med,med,big,high,3
med,vhigh,med,high,1
vhigh,high,small,med,0
med,low,big,low,0
low,high,big,high,3
vhigh,high,small,high,0
med,med,small,high,1
med,vhigh,big,low,0
med,vhigh,big,low,0
med,vhigh,small,med,0
high,high,med,med,0
high,med,small,med,0
high,high,big,med,1
low,vhigh,small,low,0
vhigh,med,med,high,1
med,med,med,low,0
vhigh,med,small,med,0
high,high,small,high,0
low,high,med,med,0
low,vhigh,big,med,1
med,vhigh,small,high,0
high,vhigh,big,low,0
high,vhigh,med,med,0
med,vhigh,med,low,0
vhigh,high,med,high,0
med,med,med,low,0
high,med,med,high,1
vhigh,low,big,med,1
high,low,small,low,0
high,med,big,low,0
high,low,big,high,1
vhigh,high,small,med,0
med,vhigh,big,med,1
med,med,med,low,0
low,low,med,high,0
low,vhigh,big,high,1
high,low,med,low,0
high,low,big,high,0
med,high,big,low,0
med,high,med,med,1
high,med,small,med,0
vhigh,med,med,med,1
low,vhigh,med,med,1
vhigh,vhigh,big,high,0
med,high,small,high,1
high,vhigh,med,low,0
low,vhigh,med,low,0
med,high,big,high,1
high,low,med,high,1
med,med,big,high,3
low,low,big,med,2
med,vhigh,big,high,0
vhigh,low,big,low,0
low,low,big,med,0
low,high,med,med,1
low,vhigh,small,med,0
low,low,small,high,0
low,high,med,med,1
low,med,big,high,0
low,med,med,med,0
high,low,med,low,0
low,med,med,med,2
low,med,med,high,3
vhigh,med,big,high,1
high,med,small,low,0
vhigh,low,small,high,1
vhigh,low,small,low,0
high,low,small,low,0
high,med,small,low,0
low,high,big,low,0
med,vhigh,small,low,0
vhigh,low,small,low,0
low,high,big,low,0
med,vhigh,med,low,0
high,med,med,high,1
high,vhigh,big,med,0
med,low,med,high,0
vhigh,low,big,med,0
low,med,med,high,3
med,low,small,high,0
high,high,med,med,1
high,vhigh,big,med,0
vhigh,vhigh,small,high,0
med,vhigh,big,high,0
low,low,big,high,3
med,low,big,low,0
vhigh,low,small,low,0
vhigh,low,med,low,0
low,med,small,high,0
vhigh,low,small,low,0
low,med,med,low,0
low,med,med,low,0
vhigh,vhigh,big,high,0
vhigh,high,big,high,0
vhigh,vhigh,med,med,0
low,vhigh,med,high,0
med,high,small,high,0
vhigh,low,med,med,0
vhigh,med,big,low,0
high,med,small,med,0
low,vhigh,med,high,1
low,vhigh,big,high,1
med,high,med,low,0
low,vhigh,med,high,1
vhigh,low,big,low,0
med,med,big,low,0
vhigh,high,big,low,0
med,med,small,low,0
low,high,med,low,0
med,low,small,high,2
high,high,small,low,0
low,high,med,low,0
vhigh,vhigh,med,low,0
med,med,big,med,1
vhigh,vhigh,small,med,0
vhigh,low,big,low,0
low,vhigh,big,med,1
med,high,small,high,1
high,low,big,med,1
vhigh,med,big,high,0
high,med,med,low,0
low,low,small,low,0
vhigh,med,big,med,1
low,low,med,high,3
vhigh,high,small,low,0
med,low,med,high,2
high,med,med,high,0
low,vhigh,med,low,0
high,med,small,high,0
low,high,big,low,0
high,high,small,high,0
high,high,big,low,0
high,high,small,high,0
high,low,big,med,0
low,low,small,med,1
low,low,big,med,2
vhigh,low,small,low,0
high,vhigh,small,high,0
low,med,med,low,0
low,med,small,low,0
high,vhigh,small,low,0
low,low,med,med,1
high,med,med,low,0
vhigh,vhigh,big,low,0
high,vhigh,big,high,0
low,low,med,low,0
high,vhigh,small,med,0
high,med,med,med,1
low,low,med,high,2
vhigh,med,big,high,0
high,med,big,med,1
high,vhigh,med,low,0
med,med,med,low,0
med,low,med,low,0
low,low,med,med,2
med,low,small,med,0
vhigh,high,big,med,0
low,vhigh,med,high,0
high,low,med,low,0
high,high,small,med,0
low,vhigh,big,high,1
low,high,big,med,1
vhigh,med,small,high,1
vhigh,high,small,low,0
med,high,med,low,0
vhigh,med,big,med,0
med,low,med,med,0
low,med,med,med,0
vhigh,vhigh,med,low,0
med,high,small,med,0
high,med,small,low,0
low,vhigh,small,low,0
high,low,small,high,1
high,high,small,low,0
high,high,med,med,0
low,vhigh,small,med,0
med,high,med,high,1
med,high,big,med,1
vhigh,vhigh,med,high,0
high,high,small,high,1
med,med,med,low,0
med,vhigh,med,high,1
med,med,small,high,1
low,high,big,high,3
high,high,small,med,0
high,vhigh,big,high,0
high,low,med,high,0
med,med,big,med,1
vhigh,low,med,high,1
low,high,big,med,0
high,low,med,low,0
med,low,med,med,2
med,high,med,high,1
med,low,small,low,0
high,vhigh,big,med,0
vhigh,vhigh,big,med,0
low,high,big,med,1
med,low,small,med,1
med,med,small,med,1
med,low,big,med,2
high,low,small,med,0
med,low,med,high,3
med,vhigh,big,low,0
low,med,small,low,0
high,vhigh,big,med,0
vhigh,high,small,med,0
vhigh,med,med,high,1
low,low,big,high,3
high,vhigh,small,med,0
vhigh,high,small,high,0
high,low,big,med,1
med,med,big,low,0
vhigh,high,med,high,0
high,high,big,low,0
med,vhigh,big,high,1
high,high,big,med,1
low,med,big,med,2
vhigh,med,med,low,0
med,med,big,low,0
vhigh,med,med,high,1
low,vhigh,big,high,1
low,med,med,med,2
high,vhigh,med,med,0
med,med,med,low,0
low,vhigh,big,high,1
vhigh,high,small,low,0
low,med,med,med,0
low,high,med,high,3
med,vhigh,big,high,1
vhigh,med,med,low,0
med,low,big,low,0
high,low,med,med,0
med,med,big,med,0
med,low,med,high,0
high,med,small,low,0
high,med,big,med,0
low,low,small,high,0
med,low,med,low,0
high,vhigh,big,med,0
vhigh,high,med,med,0
low,vhigh,big,med,0
med,vhigh,small,high,0
high,med,med,low,0
vhigh,vhigh,small,med,0
high,vhigh,small,low,0
vhigh,vhigh,small,high,0
vhigh,vhigh,med,high,0
low,high,big,med,0
med,med,med,med,1
med,vhigh,big,low,0
med,high,big,low,0
med,med,med,high,0
med,low,med,high,3
low,high,med,med,1
med,low,small,med,1
low,high,big,med,1
med,med,big,low,0
low,med,small,low,0
med,med,big,med,1
vhigh,med,small,med,0
vhigh,med,med,high,1
low,low,big,low,0
low,low,med,low,0
low,low,small,low,0
vhigh,vhigh,med,low,0
vhigh,low,med,low,0
low,low,big,med,0
high,vhigh,small,med,0
vhigh,vhigh,med,med,0
vhigh,med,med,low,0
high,vhigh,big,low,0
low,low,big,med,2
vhigh,med,big,low,0
high,med,med,high,1
med,med,small,med,1
vhigh,med,big,med,0
vhigh,low,med,high,1
med,low,big,low,0
low,low,small,low,0
vhigh,high,med,med,0
med,med,big,med,1
med,vhigh,small,med,0
low,vhigh,med,low,0
low,high,small,low,0
high,med,small,high,1
vhigh,med,med,low,0
med,low,big,med,2
high,high,small,low,0
med,low,med,med,1
low,vhigh,med,low,0
vhigh,low,small,high,1
med,med,small,high,1
vhigh,vhigh,big,high,0
low,vhigh,big,low,0
vhigh,vhigh,med,low,0
low,vhigh,med,high,1
vhigh,vhigh,med,low,0
vhigh,med,small,high,1
vhigh,high,big,low,0
vhigh,low,big,med,1
med,high,med,high,1
low,med,big,med,0
high,high,big,med,0
low,high,big,low,0
vhigh,low,med,low,0
high,high,small,med,0
high,med,big,med,1
med,low,big,med,2
high,low,med,med,1
low,med,small,med,1
low,vhigh,med,high,1
vhigh,low,med,low,0
high,low,med,low,0
high,high,big,med,1
high,vhigh,med,high,0
med,high,small,high,1
vhigh,low,med,high,1
high,med,small,high,0
vhigh,vhigh,small,low,0
med,vhigh,med,med,1
high,vhigh,big,med,0
vhigh,vhigh,small,med,0
low,vhigh,small,high,0
vhigh,low,small,med,0
low,high,med,high,3
low,high,big,low,0
vhigh,low,big,high,1
vhigh,vhigh,small,low,0
low,med,big,low,0
high,low,med,high,1
med,med,med,med,0
vhigh,low,big,high,1
low,high,med,low,0
vhigh,vhigh,small,high,0
low,low,med,high,3
high,med,small,high,1
high,med,big,high,1
vhigh,med,med,med,0
high,high,big,med,1
med,vhigh,small,high,1
med,vhigh,med,low,0
med,med,med,low,0
low,low,med,low,0
low,med,small,high,2
low,high,small,low,0
low,vhigh,med,high,1
vhigh,med,small,high,0
high,vhigh,med,low,0
med,med,big,high,3
low,high,med,high,0
high,low,big,low,0
low,high,med,high,3
high,med,big,high,0
high,med,med,low,0
high,vhigh,small,high,0
low,low,small,med,1
vhigh,vhigh,small,high,0
low,med,big,low,0
high,med,big,med,0
high,high,med,high,1
low,low,small,med,1
high,vhigh,big,med,0
high,med,small,med,0
vhigh,low,med,high,0
vhigh,high,big,med,0
high,med,small,low,0
high,med,big,med,1
high,vhigh,small,med,0
vhigh,high,med,low,0
vhigh,vhigh,med,med,0
high,high,small,med,0
low,low,small,med,0
med,med,med,high,0
high,med,big,high,0
med,med,small,high,1
med,vhigh,small,high,0
high,low,big,low,0
med,high,med,low,0
high,med,med,low,0
vhigh,low,big,med,1
med,high,big,high,1
vhigh,med,big,high,1
vhigh,high,big,low,0
med,med,small,high,0
low,low,big,low,0
med,high,small,med,0
high,vhigh,big,med,0
high,vhigh,med,high,0
high,low,small,med,0
high,low,med,low,0
high,low,small,low,0
med,low,small,med,1
low,high,small,high,0
high,vhigh,small,med,0
high,vhigh,small,low,0
vhigh,high,med,low,0
med,med,med,high,0
med,low,med,low,0
high,med,big,med,1
med,low,small,low,0
med,med,med,high,1
vhigh,med,med,low,0
low,low,small,low,0
high,high,big,low,0
high,high,big,high,1
med,med,small,high,0
low,med,small,low,0
vhigh,high,small,high,0
vhigh,high,big,high,0
high,vhigh,small,high,0
low,vhigh,big,med,0
low,vhigh,med,med,1
high,low,med,high,0
high,high,small,med,0
med,high,med,low,0
med,high,med,med,0
low,low,med,high,2
med,low,big,high,0
high,vhigh,small,med,0
high,low,small,med,0
low,low,med,med,2
med,vhigh,med,high,1
low,med,med,high,0
low,low,big,high,3
med,low,med,med,2
low,low,small,med,1
med,high,med,high,1
vhigh,low,med,high,1
vhigh,high,big,med,0
low,med,big,low,0
high,low,small,low,0
low,high,small,low,0
high,vhigh,big,high,0
high,med,big,med,1
low,med,small,med,0
low,vhigh,big,low,0
med,med,small,med,1
med,vhigh,med,low,0
med,low,small,med,0
med,high,med,high,1
med,med,med,low,0
med,low,big,low,0
vhigh,med,big,med,1
med,low,big,high,0
high,vhigh,small,high,0
vhigh,vhigh,small,med,0
high,low,med,high,1
high,med,med,low,0
high,low,small,high,1
vhigh,high,big,low,0
med,high,small,med,0
low,high,small,med,1
vhigh,med,med,low,0
high,med,med,low,0
vhigh,vhigh,small,med,0
vhigh,med,small,med,0
low,high,small,med,0
vhigh,med,big,high,0
vhigh,high,med,med,0
vhigh,high,small,high,0
med,low,big,med,2
vhigh,high,med,med,0
med,vhigh,big,high,0
vhigh,high,big,low,0
high,high,med,high,0
high,vhigh,small,low,0
vhigh,low,med,med,0
low,med,big,high,0
med,low,big,med,0
med,med,small,high,1
vhigh,low,big,high,0
high,vhigh,small,low,0
low,vhigh,med,med,1
low,low,med,low,0
high,low,small,med,0
med,high,big,med,0
vhigh,vhigh,big,low,0
high,med,big,low,0
vhigh,med,med,med,1
high,high,med,low,0
vhigh,med,small,high,1
med,med,med,low,0
high,vhigh,small,high,0
med,high,med,med,1
vhigh,med,med,med,0
vhigh,low,big,high,1
vhigh,low,big,high,1
vhigh,high,big,med,0
vhigh,vhigh,big,low,0
vhigh,low,big,high,0
high,low,small,high,0
vhigh,high,small,med,0
high,low,small,med,0
low,med,med,high,3
high,low,big,high,1
vhigh,med,small,med,0
high,med,small,high,1
low,high,small,low,0
med,vhigh,med,high,1
high,high,med,high,0
vhigh,high,med,med,0
vhigh,high,big,high,0
vhigh,low,big,high,1
low,vhigh,small,low,0
med,low,big,high,0
med,low,small,low,0
med,med,small,low,0
high,med,big,low,0
med,vhigh,small,med,0
med,low,med,high,3
low,vhigh,small,high,1
low,high,big,med,1
vhigh,vhigh,small,low,0
med,med,big,low,0
vhigh,low,small,low,0
vhigh,low,big,med,1
med,high,med,high,0
med,med,big,med,0
med,high,med,high,1
med,vhigh,small,high,1
med,high,big,low,0
med,vhigh,big,med,1
high,vhigh,med,low,0
low,high,big,med,1
high,high,small,high,1
vhigh,low,big,med,0
vhigh,vhigh,med,high,0
vhigh,vhigh,med,high,0
high,vhigh,small,med,0
high,low,med,low,0
vhigh,vhigh,small,high,0
med,high,big,med,1
low,high,med,high,3
high,low,small,high,0
vhigh,high,big,low,0
med,vhigh,small,high,1
high,med,big,med,0
med,high,small,high,0
vhigh,low,big,high,0
med,low,small,high,2
med,med,small,high,0
low,med,med,low,0
med,low,small,low,0
low,vhigh,med,med,0
med,low,small,high,0
low,vhigh,small,low,0
high,vhigh,small,high,0
high,vhigh,small,low,0
vhigh,med,med,med,0
vhigh,vhigh,big,high,0
med,med,big,low,0
low,high,small,med,0
med,low,med,med,0
med,high,big,low,0
low,high,med,high,0
low,med,med,high,3
med,low,big,high,3
med,low,small,low,0
low,med,big,low,0
low,vhigh,small,med,0
low,low,small,low,0
low,high,big,high,3
vhigh,low,med,high,0
med,low,big,high,3
vhigh,vhigh,med,low,0
high,low,big,med,1
low,vhigh,big,med,0
low,med,big,low,0
high,med,med,med,0
med,high,big,high,1
low,vhigh,med,low,0
vhigh,high,med,high,0
low,vhigh,big,low,0
low,high,med,low,0
low,low,big,low,0
med,vhigh,med,med,0
high,low,small,low,0
low,low,big,high,3
med,vhigh,small,low,0
high,vhigh,big,high,0
vhigh,med,med,high,0
med,med,small,low,0
low,vhigh,big,low,0
low,med,small,med,1
high,high,small,med,0
low,med,small,med,0
med,high,big,low,0
med,high,big,high,0
vhigh,high,small,low,0
high,med,big,med,0
med,vhigh,med,high,1
high,vhigh,big,low,0
high,vhigh,big,high,0
med,med,small,low,0
low,low,small,low,0
high,high,med,med,1
high,high,small,high,1
high,high,med,med,1
high,med,big,low,0
med,vhigh,med,med,0
med,med,small,med,0
low,low,big,med,0
low,high,med,low,0
med,vhigh,small,low,0
low,vhigh,small,high,0
low,vhigh,big,med,1
low,high,small,high,1
med,low,med,med,0
high,high,small,med,0
low,high,small,med,1
low,med,small,med,1
vhigh,low,small,med,0
high,high,med,high,1
high,high,med,high,0
low,vhigh,big,high,1
high,med,med,low,0
low,vhigh,small,low,0
vhigh,low,small,high,0
low,vhigh,big,high,1
high,med,small,high,1
vhigh,high,med,med,0
med,vhigh,small,high,1
low,med,small,high,2
vhigh,low,med,high,0
med,high,small,med,0
med,vhigh,med,med,1
low,vhigh,big,low,0
high,low,med,med,0
vhigh,med,small,med,0
low,vhigh,big,med,0
high,med,med,low,0
low,vhigh,big,low,0
vhigh,vhigh,big,med,0
low,med,med,low,0
high,vhigh,med,med,0
low,med,big,high,3
high,high,med,high,1
vhigh,high,med,med,0
vhigh,med,small,low,0
low,low,small,high,0
high,high,big,med,1
high,high,big,med,1
med,med,big,med,1
med,low,small,low,0
low,high,big,low,0
vhigh,med,med,low,0
low,high,big,high,3
high,vhigh,med,med,0
high,low,med,high,1
med,low,med,high,2
high,vhigh,big,low,0
vhigh,med,med,med,0
med,med,med,high,3
med,low,med,low,0
low,med,med,high,0
low,med,small,high,2
low,low,big,high,0
low,low,big,high,0
low,low,med,med,2
vhigh,high,small,high,0
vhigh,vhigh,big,low,0
med,low,small,high,2
vhigh,high,big,med,0
vhigh,vhigh,med,high,0
low,low,big,high,3
high,vhigh,small,med,0
high,vhigh,med,high,0
high,low,small,high,1
vhigh,vhigh,med,high,0
low,med,med,med,2
med,low,med,med,1
high,low,big,high,1
low,vhigh,med,low,0
low,low,big,low,0
med,high,big,low,0
med,med,med,med,1
vhigh,med,med,med,0
low,low,med,low,0
med,med,small,med,0
high,vhigh,big,high,0
vhigh,high,med,low,0
high,low,big,low,0
low,vhigh,small,med,0
med,vhigh,small,med,0
med,low,med,low,0
vhigh,med,big,high,1
low,high,med,med,0
low,low,med,high,3
vhigh,low,med,high,1
high,med,small,med,0
med,med,med,med,1
vhigh,vhigh,small,med,0
vhigh,vhigh,med,high,0
high,med,big,high,1
med,low,big,high,3
med,vhigh,small,low,0
low,med,small,med,0
high,low,big,med,0
vhigh,med,big,high,1
vhigh,high,big,med,0
vhigh,low,big,low,0
vhigh,vhigh,big,high,0
med,vhigh,small,med,0
med,vhigh,big,med,0
low,vhigh,big,low,0
med,high,big,high,0
vhigh,vhigh,small,low,0
low,low,small,high,2
vhigh,low,big,med,0
low,high,big,med,0
med,med,big,high,0
low,low,big,low,0
low,high,small,low,0
vhigh,low,small,low,0
high,high,big,high,0
med,vhigh,med,low,0
med,low,med,low,0
high,med,big,low,0
vhigh,med,small,med,0
low,vhigh,small,med,0
low,high,small,med,1
vhigh,vhigh,med,med,0
high,med,med,med,0
vhigh,high,big,low,0
low,low,med,med,0
high,vhigh,med,med,0
low,high,big,high,0
low,low,med,high,2
low,med,small,high,0
low,low,small,high,2
vhigh,high,big,high,0
high,high,big,low,0
vhigh,low,big,med,1
med,vhigh,small,high,0
vhigh,med,med,high,0
low,vhigh,med,high,1
low,vhigh,med,low,0
low,med,small,high,2
med,high,med,med,1
high,low,med,med,0
high,med,med,med,0
low,vhigh,med,low,0
high,med,big,low,0
vhigh,low,small,high,1
low,med,med,low,0
high,high,med,high,1
vhigh,low,small,low,0
med,high,big,low,0
high,low,small,low,0
high,vhigh,small,low,0
high,low,med,high,1
high,low,small,med,0
low,high,small,low,0
high,med,small,high,1
low,high,med,low,0
vhigh,med,big,med,1
low,low,small,high,0
low,med,med,high,2
high,vhigh,big,low,0
med,med,big,med,1
med,vhigh,small,low,0
med,high,med,low,0
med,med,big,low,0
med,vhigh,big,high,1
vhigh,med,big,high,1
low,vhigh,med,high,1
high,vhigh,big,high,0
vhigh,med,small,med,0
high,low,med,med,1
high,high,med,med,0
med,vhigh,med,high,0
med,high,small,low,0
vhigh,vhigh,big,med,0
med,high,small,low,0
high,high,big,high,0
med,vhigh,med,med,0
high,low,small,high,0
med,med,small,low,0
vhigh,med,small,med,0
med,vhigh,med,high,0
high,med,med,med,0
med,high,big,high,0
low,med,big,high,3
vhigh,high,med,low,0
low,low,big,low,0
med,low,med,med,2
med,low,med,med,2
vhigh,med,small,low,0
vhigh,vhigh,small,low,0
med,low,med,low,0
med,med,med,high,1
low,vhigh,big,low,0
low,med,big,high,3
high,med,big,low,0
low,med,small,high,0
vhigh,med,med,med,0
vhigh,low,small,low,0
high,high,big,high,1
high,vhigh,big,high,0
high,low,big,high,1
high,med,med,high,1
low,vhigh,small,med,0
high,high,small,high,1
med,high,med,high,1
med,vhigh,small,med,0
high,high,big,low,0
med,low,big,low,0
vhigh,vhigh,big,high,0
low,low,small,high,0
low,med,small,med,1
vhigh,high,big,low,0
low,vhigh,big,low,0
vhigh,med,med,high,1
vhigh,vhigh,med,low,0
vhigh,vhigh,small,low,0
low,vhigh,small,med,0
med,vhigh,big,low,0
high,med,med,med,1
med,high,small,high,1
high,low,big,low,0
vhigh,low,med,med,1
low,low,med,high,0
low,vhigh,big,high,1
vhigh,vhigh,big,med,0
high,med,big,med,1
vhigh,vhigh,med,med,0
med,vhigh,big,high,1
high,low,med,med,1
med,vhigh,big,high,1
vhigh,low,big,high,1
low,high,med,med,1
high,low,big,low,0
high,high,small,high,1
vhigh,high,med,low,0
high,med,small,high,1
high,low,med,high,1
vhigh,high,big,low,0
low,vhigh,med,low,0
high,vhigh,small,med,0
high,low,big,high,1
high,med,med,med,1
low,high,small,med,0
high,vhigh,med,high,0
med,med,small,low,0
high,vhigh,big,high,0
vhigh,med,med,med,0
high,high,med,low,0
med,low,small,med,1
med,med,small,med,0
vhigh,med,small,high,0
vhigh,vhigh,med,low,0
vhigh,med,med,low,0
vhigh,high,small,high,0
med,med,big,low,0
med,med,small,high,0
vhigh,vhigh,med,low,0
high,med,small,med,0
high,low,med,high,1
vhigh,low,med,med,1
med,low,med,high,2
low,high,small,high,1
vhigh,high,small,low,0
vhigh,low,big,low,0
med,high,med,med,0
high,high,big,high,1
med,high,small,med,0
high,vhigh,small,low,0
vhigh,high,med,med,0
med,med,big,med,1
low,high,med,med,1
high,vhigh,small,high,0
low,med,big,low,0
high,med,small,high,0
low,vhigh,big,low,0
low,med,big,med,2
low,high,med,high,0
high,med,med,high,1
low,med,big,high,3
low,high,big,high,0
vhigh,high,big,med,0
low,high,med,low,0
med,high,med,med,0
vhigh,high,small,low,0
low,vhigh,small,low,0
vhigh,med,small,low,0
med,high,big,high,1
low,med,med,high,2
low,high,small,high,0
med,vhigh,small,low,0
vhigh,vhigh,big,high,0
med,low,big,low,0
vhigh,vhigh,med,high,0
low,low,med,low,0
high,low,med,med,0
high,high,small,low,0
high,med,med,high,1
med,high,small,med,0
high,high,small,med,0
vhigh,vhigh,big,med,0
high,med,small,med,0
low,med,small,low,0
low,low,med,high,3
med,med,big,low,0
med,vhigh,med,med,0
vhigh,vhigh,med,med,0
vhigh,low,small,low,0
high,high,big,high,1
med,high,small,low,0
vhigh,low,med,low,0
low,high,small,high,1
low,vhigh,small,med,0
vhigh,med,small,low,0
low,high,big,low,0
med,low,small,low,0
high,vhigh,big,low,0
high,med,small,low,0
high,med,big,low,0
med,high,med,low,0
vhigh,high,small,high,0
high,vhigh,med,med,0
high,high,small,med,0
low,low,big,med,2
low,high,big,low,0
med,vhigh,med,med,1
low,med,big,low,0
high,med,med,high,1
vhigh,med,big,med,1
high,low,big,low,0
vhigh,vhigh,big,med,0
vhigh,high,small,high,0
low,low,med,med,0
med,low,small,med,1
vhigh,high,big,high,0
vhigh,vhigh,small,high,0
low,high,med,high,1
med,vhigh,med,low,0
high,high,med,low,0
med,high,big,med,1
vhigh,high,small,high,0
med,low,small,high,2
med,med,med,low,0
med,vhigh,big,med,1
low,vhigh,med,med,0
vhigh,vhigh,med,low,0
low,med,med,high,0
med,high,big,low,0
vhigh,high,med,med,0
vhigh,low,med,low,0
high,low,big,low,0
low,high,big,high,3
med,vhigh,small,low,0
med,med,small,low,0
vhigh,low,med,med,0
low,low,small,med,0
high,vhigh,small,high,0
med,low,med,high,0
low,low,med,low,0
low,vhigh,med,med,0
vhigh,high,med,low,0
med,high,small,low,0
med,low,big,high,3
med,med,med,med,1
med,vhigh,med,low,0
med,high,small,high,1
high,low,small,low,0
med,vhigh,med,high,0
vhigh,high,big,med,0
low,low,big,low,0
vhigh,low,small,med,0
med,low,small,high,0
med,high,big,med,0
low,med,big,high,3
high,vhigh,big,low,0
high,low,med,high,1
vhigh,med,small,high,0
high,med,med,med,0
high,vhigh,med,low,0
low,med,med,low,0
med,low,med,high,0
low,vhigh,big,low,0
med,high,big,med,1
vhigh,low,small,high,0
vhigh,high,small,low,0
med,high,big,high,1
vhigh,vhigh,med,med,0
high,high,big,med,1
low,vhigh,small,high,1
high,vhigh,small,high,0
med,low,small,high,0
low,high,big,low,0
med,vhigh,small,med,0
med,high,med,high,0
med,med,med,med,1
low,med,big,high,0
med,med,small,med,1
high,vhigh,big,high,0
vhigh,med,big,low,0
vhigh,med,med,med,1
low,vhigh,med,high,0
vhigh,med,med,med,1
low,med,big,med,0
vhigh,med,small,high,0
med,low,med,low,0
high,high,small,high,1
high,vhigh,small,high,0
med,high,big,med,0
vhigh,high,med,low,0
vhigh,low,big,high,1
vhigh,high,big,high,0
low,high,big,low,0
low,low,big,med,0
high,high,med,med,0
high,vhigh,small,med,0
med,vhigh,small,high,1
