39.17,2.5,y,0
38.92,1.665,u,0
20.67,0.835,y,0
42.75,3,u,0
47.75,8,u,1
47.00,13,u,1
37.42,2.04,u,1
62.50,12.75,y,0
23.42,1,u,0
38.25,10.125,y,0
38.25,6,u,1
64.08,0.165,u,1
22.92,11.585,u,1
22.08,2.335,u,0
28.58,3.625,u,0
25.75,0.75,u,1
36.67,4.415,y,1
22.67,0.335,u,0
39.58,5,u,0
49.83,13.585,u,1
39.92,5,u,0
19.17,8.585,u,1
45.17,1.5,u,0
56.83,4.25,y,0
23.50,2.75,u,0
20.83,8.5,u,0
41.58,1.04,u,0
19.00,0,y,0
55.75,7.08,u,0
26.75,4.5,y,0
30.42,1.375,u,0
51.42,0.04,u,1
29.58,4.5,u,1
18.58,10,u,0
33.75,2.75,u,0
34.00,4.5,u,0
59.50,2.75,u,1
32.75,1.5,u,1
