a,1.46,g,w,1.085,f,g,2079,1
a,5,g,aa,4,f,g,99,1
b,4.5,p,c,2.5,f,g,1210,0
b,4.415,p,k,0.25,t,g,0,1
a,11,g,x,1,f,g,3000,1
b,1.75,p,c,2.335,t,g,6,0
a,0.5,g,i,0.165,t,g,35,0
b,1.165,g,k,0.5,f,s,0,0
b,0,g,d,0.5,f,g,0,0
b,9.96,g,e,0,f,g,0,1
b,19,p,ff,0.04,f,g,351,0
b,10.125,p,k,0.125,f,g,0,0
a,7,g,c,0.165,f,g,0,0
b,16.165,g,d,3,f,g,730,1
b,2.71,p,m,0.125,t,s,0,0
b,2.75,g,i,2.5,t,g,200,0
a,3.75,g,c,0.25,t,g,154,0
b,2.5,p,w,3,f,s,0,0
b,2.21,p,aa,4,f,g,0,0
b,0.165,g,d,0.25,t,s,0,0
a,0.835,g,aa,0.5,t,g,117,0
b,14,p,ff,0,f,g,1,0
b,2.665,g,cc,0.165,t,g,501,0
a,10.25,g,q,0.71,t,g,0,1
a,5.415,g,i,0.29,f,g,484,0
a,12,g,q,14,f,g,6590,1
a,0.585,p,ff,0.125,f,g,87,0
a,4.585,g,k,1,t,s,0,0
a,3.75,g,ff,0,f,g,200,0
b,2.5,g,cc,0.5,f,g,0,0
b,2.5,g,w,0,t,g,200,1
b,2.5,g,c,1.085,t,g,2184,1
b,11,g,w,2,f,g,278,1
a,1.335,g,i,0.335,f,g,120,0
a,9.25,p,c,1,t,g,500,1
b,1.25,g,m,13.875,t,g,112,0
b,7.04,g,m,14,t,g,1332,1
a,0.29,g,ff,0,f,g,18,0
b,0.835,g,ff,0,f,g,1,0
b,0.125,g,c,0.165,f,g,0,0
a,5,g,cc,13.5,t,g,0,0
b,5,g,c,2.5,f,g,367,1
a,10,p,q,0.165,f,g,0,0
a,1.5,g,ff,0,f,g,0,0
b,1.5,p,aa,0.54,t,g,67,0
b,1.5,p,c,1.5,t,g,225,0
a,1.5,g,j,0,t,g,27,0
a,13.5,p,ff,2,t,g,1,0
b,1.25,g,c,0.25,f,g,0,0
a,9.25,g,q,1.21,f,g,540,1
a,14.5,g,x,3.085,f,g,11,1
b,2,g,e,0.165,f,g,1300,0
b,1.75,g,k,0.21,f,g,0,0
a,2,g,ff,6.5,f,g,10,0
a,5.29,g,e,2.25,t,g,500,1
b,0.04,g,e,0.04,f,s,0,1
b,1.335,g,d,0.165,f,g,0,0
b,6.5,g,i,0.125,f,g,100,0
a,0.335,g,ff,0,f,g,126,0
b,10,p,k,0.835,t,g,0,0
a,1.25,p,i,0.5,t,g,0,0
b,1.54,g,k,0.085,t,g,0,0
b,5.04,g,q,12.75,t,g,0,1
b,3.165,p,x,3.165,t,g,0,1
b,1,g,c,0.835,f,s,0,1
a,7.54,p,q,8,f,g,2300,1
b,3.335,g,w,4,f,g,1344,1
b,7,g,e,0,f,g,12,0
b,12.835,g,cc,0.5,f,g,2,0
a,1.835,g,q,2.085,f,g,2503,1
b,5,g,i,0.21,f,g,0,0
b,5.29,g,q,0.375,f,g,0,0
b,3.04,p,c,2.04,t,g,18027,1
b,2.5,g,cc,2.75,f,g,2072,1
b,1.04,g,r,6.5,t,g,31285,1
b,2.5,g,aa,1.75,t,g,0,0
b,2.165,p,k,0,f,g,0,0
b,0.83,g,x,1.335,t,g,3290,1
b,0.54,p,x,0.04,t,g,59,1
b,1.75,g,k,0.5,t,g,2,0
b,0.08,p,m,0.04,t,g,2000,1
a,11.665,g,k,0.085,f,g,5,0
b,0.17,g,m,0.085,f,s,0,0
b,0.835,g,cc,1.165,f,g,0,0
b,0.585,p,cc,0.125,f,g,1,0
a,9,g,q,8.5,t,g,0,1
b,0.5,g,m,0.25,f,s,0,0
b,2.5,g,c,1.25,t,g,0,0
b,2.415,g,c,2,t,g,3000,1
b,10.5,g,q,1.335,f,g,0,1
a,0.5,g,q,1.5,f,g,824,1
a,1.375,g,w,0.04,f,g,33,0
b,2.54,p,c,2.585,f,g,0,1
b,0.04,g,c,0.04,f,g,0,1
b,2.25,g,i,0.5,t,g,4000,0
b,0.335,g,k,3.5,t,g,0,0
a,0.165,g,aa,1,t,g,1,0
a,7.08,g,k,6.75,t,g,50,0
b,2.25,p,x,10,t,g,0,0
b,1.04,g,w,5,t,g,10000,1
b,0.835,g,e,0.04,f,g,5,0
b,9,p,w,5.25,t,g,0,1
a,2.875,g,x,0.875,f,g,0,1
a,8,g,c,7.875,t,g,1260,1
b,0.875,p,c,0.25,f,g,204,0
a,2.54,p,ff,0,t,g,60,0
b,1.415,g,w,0.75,f,g,100,1
b,15,g,c,8.5,f,g,0,1
b,3.085,g,c,2.5,t,g,41,0
b,0.75,g,m,0.5,t,s,0,0
b,0.46,g,k,0.125,t,g,55,0
a,0.915,g,aa,0.75,f,g,1583,1
b,4.75,g,m,2,t,g,68,0
b,9,g,ff,4,f,g,6,0
b,0,g,c,0.5,t,s,0,0
a,0.67,g,aa,1.75,f,g,0,0
b,0.335,p,k,0.29,f,s,0,0
a,8.585,g,cc,0.75,f,g,0,1
b,11.25,g,c,2.5,f,g,1208,1
b,2.04,g,w,0.04,t,g,5800,1
a,11,p,q,3,t,g,0,0
b,7.585,g,i,7.585,t,g,5000,1
b,5.085,p,j,0.29,f,g,184,0
b,0.25,p,c,0.25,f,g,204,0
b,9.335,g,q,5.665,f,g,168,1
b,0.46,p,w,2.625,t,g,347,0
b,3,p,d,1.085,t,g,1,1
a,0.875,g,x,1.04,t,g,5860,1
b,2.75,g,m,4.25,f,g,0,1
a,0.54,g,cc,0.04,f,g,11177,1
b,1.5,g,w,1.5,f,g,8,1
b,1.5,g,q,2.375,t,g,582,1
a,0.21,g,q,0.29,f,g,99,1
b,0.5,g,c,1.75,f,g,540,1
b,0.585,p,ff,0,f,g,0,0
b,0,g,w,1.25,f,g,0,1
a,6.5,g,i,3.085,t,g,0,0
b,1.25,p,k,0.25,f,g,0,0
a,0.79,p,q,1.5,t,g,400,1
b,6.21,g,q,0.04,f,g,300,1
a,1,g,q,1,t,g,500,0
b,0.29,g,k,0.29,f,g,364,0
b,3.5,g,w,3.5,t,g,0,0
a,8.5,g,q,1.75,f,g,990,0
a,13.5,g,q,5,f,g,5000,1
a,3,g,q,0.165,f,g,6,1
b,4.25,g,i,3.25,f,g,610,1
b,1.835,g,c,2.25,f,g,150,1
b,15,g,c,5.335,f,g,2283,1
b,1,g,aa,0.5,f,g,0,0
a,11.835,g,c,6,f,g,0,1
a,3,g,q,1.835,f,g,500,1
b,2,g,i,0.25,t,g,0,0
a,2.5,p,c,2.5,t,g,2,0
b,11,g,x,0.29,f,g,0,1
b,8.5,g,e,7,f,g,0,1
a,4.415,p,c,3,f,g,0,1
b,2.71,p,cc,5.25,f,g,0,1
a,0.165,g,q,0.04,t,g,0,0
a,2.415,p,c,0,f,g,0,0
b,9.5,g,w,1.5,f,g,2206,1
b,0.75,g,c,4.25,t,g,150,1
a,0.335,g,i,1,t,g,2197,0
b,0.625,g,aa,0.455,t,g,0,0
a,3,g,c,2.375,t,g,4159,1
b,1.79,g,c,0.54,t,g,1,0
b,6.5,g,aa,3.5,f,g,500,1
b,6.5,g,k,6.29,f,g,11202,1
b,2.335,g,d,5.75,t,g,0,0
b,0.29,p,cc,1.75,f,g,375,1
b,4,p,w,1.75,t,g,1000,1
a,1.5,g,w,0.875,t,g,0,0
a,4.5,g,w,1,t,g,6,0
b,3.125,g,w,0.085,f,g,6,0
b,3.54,p,ff,0,t,g,1,0
b,12.5,g,aa,3,t,s,0,1
b,3.25,g,c,2.29,t,g,21,0
b,3.25,g,q,9,t,g,639,1
a,13.585,g,k,8.5,t,g,0,1
a,8,g,e,6.5,f,g,51100,1
b,0.54,g,m,1,t,g,1,0
