Vatican-City,3,1,0,0,6,1
Barbados,1,4,0,0,1,1
Comorro-Islands,4,2,2,0,3,0
Guatemala,1,4,109,8,2,1
Surinam,2,4,63,0,6,1
Cuba,1,4,115,10,2,0
Burundi,4,2,28,4,10,0
Niger,4,1,1267,5,3,0
Angola,4,2,1247,7,10,0
Bermuda,1,4,0,0,1,1
Ghana,4,4,239,14,1,0
Anguilla,1,4,0,0,1,1
Portugal,3,4,92,10,6,1
Ecuador,2,3,284,8,2,1
Mauritius,4,2,2,1,1,0
Tuvalu,6,2,0,0,1,1
Uruguay,2,3,178,3,2,1
Canada,1,4,9976,24,1,1
Gambia,4,4,10,1,1,0
Kenya,4,1,583,17,10,0
Zambia,4,2,753,6,10,0
Parguay,2,3,407,3,2,1
Guinea,4,4,246,6,3,0
Equatorial-Guinea,4,1,28,0,10,0
Cameroon,4,1,474,8,3,1
Iceland,3,4,103,0,6,1
Faeroes,3,4,1,0,6,1
Greenland,1,4,2176,0,6,1
Chad,4,1,1284,4,3,0
Botswana,4,2,600,1,10,0
Nepal,5,1,140,16,10,0
Andorra,3,1,0,0,6,1
San-Marino,3,1,0,0,6,1
Liechtenstein,3,1,0,0,4,1
Gabon,4,2,268,1,10,0
Seychelles,4,2,0,0,1,1
Bahamas,1,4,19,0,1,1
Oman,5,1,212,1,8,0
Laos,5,1,236,3,10,0
Micronesia,6,1,1,0,10,1
UK,3,4,245,56,1,1
American-Samoa,6,3,0,0,1,1
Libya,4,1,1760,3,8,0
Papua-New-Guinea,6,2,463,3,1,0
Brazil,2,3,8512,119,6,1
USSR,5,1,22402,274,5,0
Fiji,6,2,18,1,1,1
Kampuchea,5,1,181,6,10,0
Ireland,3,4,70,3,1,1
Haiti,1,4,28,6,3,1
Ethiopia,4,1,1222,31,10,1
British-Virgin-Isles,1,4,0,0,1,1
Maldive-Islands,5,1,0,0,10,0
Burma,5,1,678,35,10,0
Gibraltar,3,4,0,0,1,1
Mongolia,5,1,1566,2,10,0
Ivory-Coast,4,4,323,7,3,0
St-Helena,4,3,0,0,1,1
South-Africa,4,2,1221,29,6,1
Uganda,4,1,236,13,10,0
Costa-Rica,1,4,51,2,2,1
UAE,5,1,84,1,8,0
USA,1,4,9363,231,1,1
Iraq,5,1,435,14,8,0
Jamaica,1,4,11,2,1,1
Malagasy,4,2,587,9,10,1
Somalia,4,1,637,5,10,0
Central-African-Republic,4,1,623,2,10,0
Australia,6,2,7690,15,1,1
Greece,3,1,132,10,6,1
Congo,4,2,342,2,10,0
Turkey,5,1,781,45,9,0
Argentina,2,3,2777,28,2,1
Vanuatu,6,2,15,0,6,1
Japan,5,1,372,118,9,0
Algeria,4,1,2388,20,8,0
Iran,5,1,1648,39,6,0
Trinidad-Tobago,2,4,5,1,1,1
Antigua-Barbuda,1,4,0,0,1,1
Israel,5,1,21,4,10,0
Tanzania,4,2,945,18,10,0
Senegal,4,4,196,6,3,0
North-Korea,5,1,121,18,10,0
Philippines,6,1,300,48,10,1
Puerto-Rico,1,4,9,3,2,1
Romania,3,1,237,22,6,0
Falklands-Malvinas,2,3,12,0,1,1
St-Kitts-Nevis,1,4,0,0,1,1
Indonesia,6,2,1904,157,10,0
Venezuela,2,4,912,15,2,1
Sweden,3,1,450,8,6,1
