Bahrain,5,1,1,0,8,0
Marianas,6,1,0,0,10,1
Monaco,3,1,0,0,3,1
Switzerland,3,1,41,6,4,1
Cayman-Islands,1,4,0,0,1,1
Niue,6,3,0,0,1,1
Thailand,5,1,514,49,10,0
UK,3,4,245,56,1,1
Turkey,5,1,781,45,9,0
Barbados,1,4,0,0,1,1
Greece,3,1,132,10,6,1
Somalia,4,1,637,5,10,0
Ghana,4,4,239,14,1,0
Netherlands,3,1,41,14,6,1
Comorro-Islands,4,2,2,0,3,0
Guatemala,1,4,109,8,2,1
Kampuchea,5,1,181,6,10,0
Iceland,3,4,103,0,6,1
Tonga,6,2,1,0,10,1
Guinea-Bissau,4,4,36,1,6,0
Saudi-Arabia,5,1,2150,9,8,0
Turks-Cocos-Islands,1,4,0,0,1,1
Hungary,3,1,93,11,9,0
Cameroon,4,1,474,8,3,1
Ivory-Coast,4,4,323,7,3,0
Singapore,5,1,1,3,7,0
Gibraltar,3,4,0,0,1,1
North-Yemen,5,1,195,9,8,0
Laos,5,1,236,3,10,0
Mauritania,4,4,1031,2,8,0
Gabon,4,2,268,1,10,0
French-Polynesia,6,3,4,0,3,1
Mongolia,5,1,1566,2,10,0
Burundi,4,2,28,4,10,0
Ethiopia,4,1,1222,31,10,1
Nicaragua,1,4,128,3,2,1
South-Korea,5,1,99,39,10,0
Greenland,1,4,2176,0,6,1
Western-Samoa,6,3,3,0,1,1
Nauru,6,2,0,0,10,1
Equatorial-Guinea,4,1,28,0,10,0
Benin,4,1,113,3,3,0
Sudan,4,1,2506,20,8,0
St-Kitts-Nevis,1,4,0,0,1,1
Argentine,2,3,2777,28,2,1
UAE,5,1,84,1,8,0
El-Salvador,1,4,21,5,2,1
Belgium,3,1,31,10,6,1
Guinea,4,4,246,6,3,0
Sri-Lanka,5,1,66,15,10,0
South-Yemen,5,1,288,2,8,0
Bermuda,1,4,0,0,1,1
Rwanda,4,2,26,5,10,0
Czechoslovakia,3,1,128,15,5,0
Seychelles,4,2,0,0,1,1
St-Vincent,1,4,0,0,1,1
Japan,5,1,372,118,9,0
Vanuatu,6,2,15,0,6,1
Jamaica,1,4,11,2,1,1
Oman,5,1,212,1,8,0
Germany-DDR,3,1,108,17,4,0
Germany-FRG,3,1,249,61,4,1
China,5,1,9561,1008,7,0
USA,1,4,9363,231,1,1
Tanzania,4,2,945,18,10,0
Bulgaria,3,1,111,9,5,0
Spain,3,4,505,38,2,1
Austria,3,1,84,8,4,1
Brunei,5,1,6,0,10,0
San-Marino,3,1,0,0,6,1
Angola,4,2,1247,7,10,0
