low,low,2,small,high,0
low,high,3,big,med,0
low,low,5,big,low,0
high,med,3,med,high,0
vhigh,high,5,med,med,0
low,high,3,med,med,0
med,med,2,small,high,0
high,low,4,small,low,0
low,med,5,small,med,0
low,vhigh,3,med,med,1
vhigh,vhigh,5,big,med,0
med,low,5,big,high,0
low,high,5,small,low,0
vhigh,high,2,small,high,0
vhigh,high,5,med,low,0
vhigh,vhigh,3,med,med,0
high,med,3,big,low,0
med,med,4,small,high,0
med,low,2,med,med,1
vhigh,vhigh,3,big,med,0
vhigh,low,5,small,med,0
low,high,4,big,med,1
vhigh,high,3,small,med,0
vhigh,med,2,small,low,0
med,med,3,med,high,1
high,high,4,big,high,1
high,high,5,med,med,0
med,vhigh,5,big,high,0
med,med,2,big,med,1
low,low,2,med,med,1
low,high,2,med,low,0
low,high,3,med,high,1
med,low,5,med,med,1
low,med,2,med,low,0
high,low,2,big,low,0
low,med,2,med,med,1
vhigh,vhigh,3,small,high,0
vhigh,med,3,big,low,0
vhigh,high,3,small,med,0
med,vhigh,4,big,high,0
low,low,3,med,med,0
low,high,5,med,high,1
med,vhigh,4,med,low,0
low,low,4,big,med,0
med,med,3,med,high,0
vhigh,med,5,med,low,0
low,vhigh,4,small,low,0
high,med,4,med,low,0
low,vhigh,2,med,low,0
vhigh,low,4,med,high,0
low,med,5,med,med,1
vhigh,low,2,med,low,0
low,med,3,big,high,0
vhigh,med,2,big,high,0
vhigh,high,3,med,high,0
low,low,5,big,med,1
vhigh,high,4,small,med,0
high,low,5,small,med,0
med,med,4,med,med,1
high,high,4,small,med,0
med,high,2,big,low,0
high,vhigh,5,big,high,0
vhigh,med,3,med,low,0
med,med,2,big,low,0
low,vhigh,3,med,low,0
med,vhigh,5,small,high,1
med,vhigh,3,big,low,0
high,med,3,big,high,0
vhigh,vhigh,2,med,low,0
med,vhigh,5,med,high,1
low,vhigh,5,small,med,0
low,med,3,med,med,1
med,high,3,big,med,1
med,med,5,big,low,0
low,med,2,small,med,0
high,vhigh,4,med,high,0
low,vhigh,3,big,med,0
high,high,5,small,med,0
vhigh,low,5,med,med,1
high,high,3,med,low,0
vhigh,med,3,small,high,0
high,med,5,small,med,0
low,low,5,big,high,1
med,high,2,med,low,0
low,vhigh,3,big,med,1
low,vhigh,3,med,low,0
vhigh,high,4,big,med,0
high,med,5,med,low,0
med,med,2,big,low,0
low,low,3,big,low,0
med,vhigh,2,small,med,0
high,med,5,small,med,0
med,high,5,small,low,0
vhigh,med,5,med,med,1
low,med,4,med,low,0
high,high,3,small,high,1
high,med,2,med,med,0
vhigh,vhigh,2,small,med,0
low,vhigh,4,med,low,0
med,med,4,med,low,0
med,med,4,med,med,0
low,low,5,med,low,0
high,vhigh,3,big,low,0
low,med,4,big,low,0
vhigh,med,3,med,med,0
med,med,5,big,low,0
high,vhigh,5,med,low,0
low,med,5,med,med,1
low,high,5,small,high,1
med,vhigh,5,med,high,0
high,low,3,med,high,1
vhigh,low,3,small,low,0
vhigh,low,2,big,med,0
med,med,2,small,low,0
low,vhigh,2,small,med,0
vhigh,med,2,big,med,1
vhigh,vhigh,4,small,high,0
low,vhigh,2,small,med,0
vhigh,med,4,med,high,1
vhigh,low,2,med,med,0
high,low,4,med,low,0
med,vhigh,5,med,med,1
vhigh,vhigh,5,med,low,0
vhigh,high,5,big,med,0
high,high,3,big,low,0
med,high,5,small,high,0
vhigh,high,3,med,high,0
high,vhigh,5,small,low,0
vhigh,high,5,med,med,0
vhigh,vhigh,3,big,low,0
low,low,4,med,high,1
low,low,2,med,high,1
med,low,4,small,high,1
low,high,5,big,high,0
vhigh,low,2,big,med,1
med,low,4,big,low,0
med,vhigh,4,small,high,0
low,med,3,small,high,0
vhigh,low,4,big,med,1
vhigh,vhigh,4,med,low,0
low,low,4,small,high,0
vhigh,vhigh,5,med,low,0
vhigh,low,4,big,high,0
med,vhigh,2,small,med,0
low,low,4,med,med,1
vhigh,vhigh,4,small,high,0
low,vhigh,5,med,med,0
high,med,3,med,low,0
low,med,2,small,high,0
med,low,3,small,high,1
high,low,3,small,low,0
high,vhigh,2,med,low,0
med,low,4,big,med,1
med,high,2,small,high,0
high,low,5,med,high,0
med,low,4,med,med,1
med,vhigh,5,small,low,0
high,low,4,small,high,1
med,low,4,small,med,0
low,vhigh,4,med,low,0
vhigh,low,4,small,low,0
vhigh,high,5,big,high,0
vhigh,med,5,big,med,1
med,high,2,big,high,1
high,low,2,small,med,0
low,med,5,small,low,0
vhigh,low,4,med,high,1
vhigh,high,3,med,med,0
med,med,3,big,low,0
low,high,3,small,high,1
med,med,3,big,med,1
high,vhigh,3,small,med,0
vhigh,low,4,med,low,0
high,high,4,small,high,0
low,vhigh,3,med,high,1
low,low,2,big,med,1
low,med,3,med,high,1
vhigh,vhigh,3,med,low,0
vhigh,high,3,big,high,0
med,low,4,med,low,0
high,vhigh,2,big,high,0
high,low,5,big,med,0
vhigh,high,2,big,med,0
high,med,4,small,med,0
med,vhigh,4,big,low,0
vhigh,med,2,big,high,1
low,high,5,small,low,0
high,vhigh,5,big,low,0
med,vhigh,5,med,med,1
low,high,4,med,low,0
med,high,2,small,med,0
med,med,3,small,med,0
med,low,3,big,low,0
med,vhigh,3,small,med,0
med,high,5,big,med,1
med,high,3,med,med,0
med,vhigh,4,med,low,0
med,med,5,big,med,1
vhigh,med,5,med,low,0
med,med,5,small,low,0
med,high,2,med,low,0
high,high,2,big,low,0
med,low,5,med,med,0
low,med,5,med,high,1
low,med,5,big,med,1
low,med,4,med,med,0
vhigh,high,5,small,med,0
med,high,4,med,low,0
high,low,4,med,high,1
low,med,2,small,high,1
med,low,2,med,med,1
med,med,3,small,high,1
vhigh,med,5,small,low,0
low,vhigh,3,big,high,1
low,med,2,small,med,0
vhigh,high,5,small,high,0
med,med,5,small,low,0
vhigh,high,5,big,low,0
low,high,2,med,high,1
vhigh,med,4,med,med,1
low,vhigh,3,small,high,1
med,high,2,big,low,0
low,vhigh,5,med,low,0
med,low,4,big,high,1
high,med,3,big,high,1
vhigh,high,5,med,high,0
med,high,2,big,med,1
med,high,5,small,high,1
low,vhigh,2,med,med,0
high,vhigh,2,med,low,0
vhigh,med,2,small,high,1
vhigh,low,5,med,low,0
high,med,4,big,low,0
med,med,4,med,high,1
vhigh,low,3,big,med,1
high,low,4,small,high,1
vhigh,vhigh,3,big,low,0
low,high,5,small,med,1
vhigh,med,5,med,med,0
vhigh,low,2,small,med,0
low,vhigh,3,med,low,0
vhigh,high,2,small,med,0
high,high,4,small,low,0
med,vhigh,2,small,low,0
high,high,4,big,med,1
med,vhigh,5,big,med,0
high,low,4,big,high,1
vhigh,high,4,small,high,0
vhigh,vhigh,3,med,med,0
med,vhigh,4,big,med,1
vhigh,high,2,med,high,0
low,low,2,med,med,1
vhigh,vhigh,4,big,high,0
low,vhigh,4,small,med,0
low,med,2,small,high,0
high,vhigh,5,small,high,0
med,high,3,small,low,0
med,high,2,med,med,0
low,low,4,med,med,1
med,high,4,med,med,1
med,low,5,big,high,1
low,low,5,small,low,0
low,high,5,med,low,0
low,low,3,small,med,0
high,low,2,med,high,0
low,vhigh,4,med,low,0
low,high,4,big,med,0
vhigh,low,5,big,high,0
high,low,2,small,low,0
vhigh,low,4,med,low,0
high,high,2,big,high,0
low,high,2,small,low,0
vhigh,high,4,med,low,0
low,vhigh,5,big,low,0
vhigh,med,4,small,high,1
vhigh,vhigh,5,med,high,0
med,vhigh,2,small,med,0
low,high,3,med,high,0
low,med,3,small,med,1
low,vhigh,3,big,high,1
high,vhigh,5,small,low,0
high,med,2,big,med,1
med,high,3,big,med,0
med,high,3,med,med,1
med,low,3,med,med,1
high,vhigh,3,small,med,0
vhigh,high,4,med,low,0
med,med,3,big,med,0
high,vhigh,3,small,low,0
low,low,3,small,med,1
high,low,2,small,high,1
med,low,3,big,med,0
high,med,5,big,high,1
vhigh,high,4,big,high,0
med,med,3,big,high,1
low,low,5,small,med,1
vhigh,low,4,small,low,0
low,med,2,small,low,0
high,low,3,big,med,1
low,low,3,big,med,1
low,vhigh,2,med,med,0
high,high,2,med,high,1
vhigh,vhigh,2,med,high,0
med,vhigh,2,big,med,1
vhigh,high,4,med,high,0
low,vhigh,2,big,low,0
high,med,2,big,low,0
vhigh,med,2,med,low,0
med,low,5,med,high,1
vhigh,high,4,big,low,0
high,high,2,med,low,0
med,vhigh,4,med,high,0
low,vhigh,2,big,high,1
med,high,4,big,low,0
med,vhigh,5,big,low,0
vhigh,vhigh,4,med,high,0
vhigh,low,3,small,low,0
vhigh,vhigh,5,med,med,0
low,low,5,med,med,1
high,vhigh,5,big,med,0
med,med,4,small,low,0
med,med,2,big,low,0
low,low,3,big,low,0
vhigh,med,2,med,med,0
med,med,3,big,high,1
low,high,2,small,high,0
med,low,2,small,low,0
low,low,2,small,med,0
med,low,5,small,high,1
low,high,2,small,high,0
med,low,2,med,high,1
low,vhigh,5,small,low,0
low,vhigh,3,big,low,0
vhigh,med,2,med,med,0
vhigh,vhigh,3,med,med,0
high,med,4,big,med,0
low,med,5,big,low,0
low,high,5,big,high,1
high,high,5,small,low,0
med,med,3,big,high,0
high,med,4,big,high,1
low,low,5,med,low,0
low,med,2,big,high,1
med,med,4,med,low,0
vhigh,med,3,small,med,0
low,low,2,med,low,0
vhigh,vhigh,5,small,low,0
high,low,5,med,high,1
high,high,4,med,low,0
high,med,4,small,high,1
med,low,2,big,med,0
high,low,2,med,low,0
low,high,4,small,low,0
low,high,4,small,high,1
low,low,5,small,med,1
med,med,2,small,med,0
low,low,3,big,high,1
high,med,5,small,high,0
vhigh,med,2,big,high,1
high,low,2,big,high,1
med,high,4,big,high,1
low,med,2,big,med,1
low,vhigh,5,med,high,1
low,high,5,small,high,1
med,high,4,small,med,0
low,low,4,med,high,1
high,low,4,big,high,0
low,high,3,small,low,0
low,high,4,big,med,1
med,med,3,small,med,1
low,low,4,med,med,0
med,high,4,big,high,1
low,med,5,small,high,1
vhigh,med,5,small,low,0
high,high,2,small,med,0
vhigh,vhigh,2,med,high,0
vhigh,vhigh,4,small,low,0
med,vhigh,3,big,med,1
high,vhigh,3,big,high,0
high,med,5,small,low,0
vhigh,med,5,big,low,0
vhigh,med,5,small,low,0
high,vhigh,5,small,high,0
med,high,3,big,med,1
low,med,2,big,low,0
med,vhigh,2,big,high,0
vhigh,vhigh,2,small,high,0
low,high,5,med,high,0
high,high,4,small,low,0
med,vhigh,4,big,med,0
high,vhigh,3,med,low,0
vhigh,vhigh,5,small,low,0
low,low,5,small,low,0
med,low,4,small,high,0
med,med,5,small,high,1
low,high,3,big,high,1
vhigh,med,2,med,med,0
low,vhigh,4,big,med,1
vhigh,med,4,small,med,0
low,low,4,big,high,0
med,vhigh,2,med,low,0
med,low,2,big,low,0
med,low,3,small,high,1
high,low,4,small,high,0
low,vhigh,3,med,med,0
vhigh,high,4,small,med,0
vhigh,vhigh,5,small,med,0
med,med,2,big,high,0
low,vhigh,3,small,low,0
med,med,4,big,med,1
low,med,4,med,high,1
med,high,2,small,med,0
low,med,3,small,med,0
vhigh,high,2,med,med,0
vhigh,high,2,big,high,0
vhigh,low,5,small,high,0
med,low,3,small,low,0
high,high,3,big,med,0
high,high,3,big,med,1
high,vhigh,3,big,med,0
high,med,3,big,med,0
low,low,5,big,low,0
vhigh,low,5,big,med,0
low,high,5,small,high,0
med,low,2,big,low,0
med,low,5,small,med,1
high,vhigh,5,small,low,0
high,low,3,big,med,1
med,low,5,big,low,0
low,low,4,big,low,0
med,med,5,med,med,1
med,med,4,big,high,1
vhigh,low,2,small,med,0
med,vhigh,4,small,med,0
low,high,3,med,med,1
low,vhigh,5,small,low,0
med,high,3,small,high,1
low,high,4,big,high,0
med,low,4,med,med,0
low,low,4,small,med,1
med,vhigh,5,small,med,0
low,low,5,small,high,0
vhigh,high,3,big,high,0
med,low,2,small,high,1
low,vhigh,3,big,med,1
low,high,5,big,high,1
med,high,2,med,high,0
low,low,3,small,low,0
vhigh,low,2,med,high,1
med,high,2,med,low,0
vhigh,med,4,big,med,0
med,vhigh,3,big,med,1
vhigh,high,2,small,low,0
med,vhigh,2,small,high,0
high,low,2,big,med,1
vhigh,high,5,small,med,0
low,vhigh,4,small,med,0
high,vhigh,3,small,high,0
high,high,5,med,low,0
med,low,4,med,low,0
low,vhigh,5,med,low,0
med,low,5,med,low,0
med,med,4,big,med,0
low,low,3,small,high,1
vhigh,low,5,small,med,0
med,vhigh,2,big,low,0
med,low,2,big,high,0
high,med,5,big,high,1
vhigh,high,5,small,med,0
high,med,4,small,high,1
vhigh,med,5,med,low,0
med,high,5,big,low,0
med,low,3,big,low,0
med,vhigh,5,big,high,1
low,med,3,small,med,1
low,med,5,big,high,1
med,low,3,med,high,1
vhigh,vhigh,3,big,high,0
med,low,5,small,low,0
med,med,2,med,low,0
high,med,3,med,high,1
high,vhigh,3,small,high,0
low,med,3,big,low,0
vhigh,low,3,med,med,1
high,vhigh,3,med,high,0
vhigh,low,5,big,med,1
med,low,2,small,low,0
low,med,3,med,med,1
high,low,5,med,low,0
low,high,5,big,med,0
high,vhigh,5,med,med,0
vhigh,vhigh,5,small,high,0
vhigh,vhigh,2,med,high,0
med,med,5,small,med,0
med,high,4,big,low,0
med,low,4,med,high,0
med,med,4,med,high,0
med,high,3,small,low,0
low,vhigh,5,med,low,0
vhigh,med,3,small,med,0
low,vhigh,4,med,med,0
med,low,2,med,high,1
low,high,4,med,med,0
high,vhigh,2,small,low,0
vhigh,high,5,small,low,0
high,med,4,small,low,0
med,med,5,big,high,1
high,low,2,big,low,0
high,low,2,med,high,1
high,vhigh,3,small,med,0
vhigh,high,3,big,high,0
med,low,3,big,high,0
med,vhigh,3,big,med,0
med,med,2,med,med,0
high,vhigh,2,big,low,0
low,low,2,med,low,0
vhigh,high,5,big,low,0
high,high,5,big,low,0
high,vhigh,4,small,med,0
vhigh,high,4,big,med,0
high,high,4,small,high,1
high,low,5,small,low,0
low,med,5,med,low,0
vhigh,high,2,big,med,0
low,high,2,big,high,1
high,med,5,med,low,0
low,low,2,med,high,0
low,med,4,big,high,1
high,high,5,small,high,0
low,med,5,big,med,0
med,low,5,med,med,1
low,vhigh,2,big,high,0
med,low,4,med,high,1
low,vhigh,3,small,low,0
vhigh,high,3,small,low,0
med,vhigh,3,med,low,0
vhigh,med,2,small,low,0
vhigh,med,4,small,high,0
high,low,2,small,med,0
vhigh,med,4,big,high,1
low,med,3,big,med,1
vhigh,low,3,med,low,0
med,vhigh,4,med,med,1
high,high,3,big,high,1
vhigh,vhigh,3,big,med,0
high,low,3,small,high,0
med,vhigh,5,med,low,0
high,low,4,big,med,0
vhigh,vhigh,2,med,low,0
high,vhigh,2,big,high,0
vhigh,vhigh,5,big,med,0
high,vhigh,5,small,high,0
med,low,5,med,low,0
vhigh,vhigh,3,big,med,0
high,vhigh,3,small,high,0
vhigh,high,3,med,low,0
low,high,3,small,low,0
med,low,4,med,high,1
low,high,3,big,med,1
vhigh,med,5,big,high,0
low,low,3,big,med,1
high,high,4,med,high,0
low,high,2,med,med,0
high,low,2,big,med,1
med,high,5,med,high,0
high,med,2,big,high,0
vhigh,vhigh,5,big,low,0
vhigh,vhigh,4,med,high,0
high,high,2,big,high,1
vhigh,vhigh,4,med,low,0
low,med,3,big,low,0
high,vhigh,5,med,high,0
vhigh,med,3,med,high,1
high,med,3,big,low,0
vhigh,high,2,big,low,0
high,high,2,small,low,0
high,med,2,small,med,0
vhigh,med,3,small,med,0
med,low,5,small,high,1
low,low,4,big,low,0
low,high,3,big,low,0
med,low,3,big,med,1
low,high,3,small,low,0
vhigh,high,2,med,high,0
high,vhigh,4,small,med,0
high,med,5,med,low,0
low,high,2,big,med,1
med,vhigh,2,med,high,1
high,high,4,big,low,0
high,low,4,med,med,0
vhigh,vhigh,5,small,med,0
high,high,5,big,high,0
low,med,4,small,high,1
low,high,3,med,low,0
vhigh,high,5,med,med,0
med,high,5,small,med,0
vhigh,vhigh,5,big,high,0
low,vhigh,4,big,low,0
high,high,3,big,med,1
low,high,4,med,high,0
vhigh,vhigh,3,med,low,0
low,med,4,med,high,0
med,high,3,med,low,0
med,med,5,small,high,1
med,vhigh,2,med,high,0
low,vhigh,5,small,high,1
vhigh,med,4,small,low,0
high,med,2,med,high,1
vhigh,high,5,small,low,0
high,low,4,small,low,0
vhigh,vhigh,4,big,med,0
med,low,4,big,high,0
high,high,2,small,high,0
high,low,3,small,high,1
med,vhigh,5,small,high,0
low,vhigh,3,big,high,0
med,high,5,small,low,0
low,low,3,med,high,0
vhigh,med,5,small,high,0
high,high,4,big,med,0
vhigh,high,2,big,low,0
low,high,5,small,low,0
high,vhigh,3,big,low,0
med,low,4,small,med,1
vhigh,med,5,small,high,1
high,low,3,big,low,0
high,med,2,med,low,0
low,low,3,small,high,1
high,high,4,small,med,0
low,med,2,med,low,0
high,high,3,med,med,1
low,med,5,big,low,0
vhigh,low,2,big,high,0
med,med,3,med,low,0
vhigh,vhigh,4,med,med,0
vhigh,high,4,big,med,0
med,high,4,big,low,0
vhigh,high,3,small,low,0
vhigh,vhigh,2,small,low,0
med,vhigh,4,big,med,1
med,low,5,big,med,1
low,med,4,big,med,0
high,low,5,big,low,0
low,med,4,small,low,0
low,vhigh,4,med,high,1
low,vhigh,4,small,low,0
vhigh,high,2,small,high,0
vhigh,med,2,small,high,0
high,vhigh,4,big,low,0
high,high,4,big,med,1
low,high,2,med,low,0
vhigh,high,2,med,low,0
high,med,4,small,med,0
vhigh,low,3,med,high,1
med,low,3,big,med,1
med,med,4,big,low,0
vhigh,low,3,big,high,1
med,vhigh,4,small,med,0
low,vhigh,2,med,low,0
high,low,3,med,low,0
high,med,3,big,high,1
high,low,2,small,high,0
med,low,3,big,high,1
vhigh,med,4,small,high,1
high,high,3,small,high,0
vhigh,med,3,small,low,0
vhigh,vhigh,5,med,high,0
low,low,5,med,med,1
med,vhigh,3,small,med,0
high,med,4,small,low,0
low,high,2,small,low,0
vhigh,low,4,big,low,0
high,med,2,med,med,0
med,high,4,small,med,0
high,low,2,med,med,0
high,vhigh,5,med,med,0
high,low,5,big,med,1
med,vhigh,2,big,high,1
vhigh,low,4,small,med,0
low,low,4,med,low,0
low,med,5,big,high,1
vhigh,vhigh,2,small,high,0
low,high,3,med,low,0
med,high,5,small,med,0
vhigh,low,4,big,high,1
high,high,2,big,low,0
low,high,5,big,med,1
vhigh,med,2,small,med,0
low,med,2,med,high,1
med,med,4,small,high,1
high,med,4,med,high,1
high,med,5,med,high,1
med,vhigh,5,big,med,1
vhigh,vhigh,5,small,high,0
high,vhigh,4,big,high,0
med,low,5,small,med,0
med,low,3,small,med,0
high,med,4,big,low,0
high,high,5,med,med,1
high,vhigh,2,big,med,0
vhigh,low,4,small,high,1
vhigh,med,4,big,high,0
med,low,2,small,low,0
vhigh,high,5,small,high,0
high,high,5,big,low,0
high,high,4,med,low,0
high,low,3,big,high,1
low,low,3,big,low,0
high,high,3,small,med,0
high,med,2,small,med,0
med,med,3,small,low,0
high,low,5,med,low,0
high,low,3,big,low,0
high,low,3,med,high,0
vhigh,med,3,big,high,1
high,low,5,big,high,1
high,vhigh,2,big,low,0
high,med,4,med,high,1
vhigh,high,2,med,med,0
vhigh,high,4,big,high,0
low,vhigh,5,big,med,0
med,high,5,med,low,0
high,high,3,med,high,0
med,vhigh,5,small,med,0
low,high,2,med,med,1
vhigh,med,5,small,med,0
low,med,3,small,low,0
low,low,5,small,high,1
vhigh,low,5,big,high,1
high,med,5,big,low,0
low,high,2,big,low,0
vhigh,vhigh,4,small,low,0
low,low,2,small,med,1
med,high,2,med,med,0
med,med,4,big,high,0
high,vhigh,3,med,low,0
low,low,2,big,high,0
high,low,4,small,med,0
med,high,3,med,high,1
med,med,3,big,low,0
vhigh,vhigh,3,big,high,0
low,high,5,big,med,1
low,vhigh,4,big,high,1
high,high,4,med,low,0
vhigh,high,3,med,med,0
med,med,4,med,high,1
vhigh,med,2,med,low,0
med,high,4,big,med,1
low,high,5,big,low,0
med,med,3,big,med,1
low,vhigh,3,small,med,0
med,vhigh,5,med,low,0
vhigh,med,3,med,med,1
vhigh,high,4,big,high,0
vhigh,med,3,med,med,0
low,low,5,big,high,0
high,high,4,med,med,1
med,vhigh,4,big,low,0
high,low,2,big,high,1
med,high,3,small,high,0
med,vhigh,3,med,low,0
vhigh,vhigh,4,med,med,0
med,vhigh,2,med,med,0
med,high,5,med,high,1
high,med,3,small,low,0
low,high,2,big,med,1
low,med,2,med,med,1
high,vhigh,4,big,high,0
high,high,4,med,med,1
low,high,4,small,med,0
vhigh,low,4,big,low,0
low,low,4,med,high,0
vhigh,med,5,big,high,1
vhigh,high,3,big,med,0
high,high,2,big,med,0
high,vhigh,4,small,med,0
med,high,4,med,low,0
vhigh,med,3,med,high,1
low,vhigh,5,big,high,0
low,low,5,med,high,1
vhigh,vhigh,4,big,low,0
low,low,5,big,low,0
med,high,3,big,high,1
low,high,5,med,low,0
vhigh,low,3,med,high,0
low,high,3,big,med,1
med,med,2,med,high,0
vhigh,low,2,small,low,0
high,low,4,med,high,0
low,med,3,small,low,0
vhigh,low,2,med,high,0
low,vhigh,5,small,high,0
med,med,5,small,med,1
high,low,5,small,low,0
med,med,2,med,high,1
med,med,2,med,med,1
high,low,5,big,high,1
vhigh,low,2,small,low,0
med,med,3,med,high,1
med,vhigh,4,small,high,1
low,low,5,big,high,1
med,low,2,big,med,1
high,low,4,small,med,0
vhigh,vhigh,5,big,high,0
low,vhigh,4,med,med,1
med,vhigh,4,big,low,0
vhigh,vhigh,5,small,high,0
vhigh,vhigh,5,big,med,0
low,vhigh,3,small,low,0
high,low,4,big,high,1
med,vhigh,3,small,high,0
med,high,4,small,low,0
med,high,4,med,high,0
low,med,4,big,low,0
med,vhigh,5,big,low,0
med,vhigh,4,med,low,0
high,low,5,big,low,0
low,vhigh,2,big,low,0
low,med,4,small,med,1
high,vhigh,4,med,high,0
med,high,2,small,low,0
med,high,2,small,high,0
low,vhigh,2,med,low,0
vhigh,low,5,med,med,0
low,med,2,big,low,0
vhigh,vhigh,5,big,high,0
high,vhigh,5,med,low,0
low,high,3,small,med,1
vhigh,high,3,med,high,0
high,high,2,big,med,1
med,low,2,small,high,0
med,med,2,small,low,0
med,low,4,small,high,1
low,med,3,med,high,1
vhigh,high,4,med,high,0
high,high,5,big,high,1
vhigh,low,4,med,high,1
vhigh,med,3,big,med,1
high,high,4,big,low,0
vhigh,med,4,big,low,0
vhigh,low,3,big,low,0
vhigh,high,2,small,low,0
med,high,4,big,med,0
med,med,5,med,high,0
vhigh,low,4,med,med,1
low,high,4,big,low,0
high,med,3,small,med,0
low,low,5,med,low,0
high,med,3,small,high,0
vhigh,low,5,med,med,1
med,vhigh,3,med,med,1
med,vhigh,2,big,low,0
vhigh,low,3,med,med,0
high,med,3,big,med,1
low,high,4,big,low,0
vhigh,low,4,big,med,0
vhigh,med,5,big,med,0
vhigh,vhigh,2,med,low,0
vhigh,low,3,med,low,0
high,high,5,big,low,0
vhigh,vhigh,5,med,low,0
low,high,2,big,low,0
med,med,5,big,med,0
vhigh,med,2,small,med,0
vhigh,med,5,big,high,1
med,med,3,small,med,1
med,high,2,small,low,0
med,low,2,med,med,0
high,vhigh,5,med,high,0
high,vhigh,3,big,high,0
med,high,2,big,low,0
med,high,4,big,high,0
med,med,3,med,med,1
high,med,2,med,med,0
vhigh,low,3,med,med,0
low,low,3,small,low,0
low,vhigh,4,med,high,1
med,low,2,big,low,0
med,low,2,small,med,0
high,low,3,small,med,0
high,high,5,big,med,1
low,low,5,small,low,0
med,med,5,med,low,0
high,med,3,small,low,0
vhigh,high,5,med,low,0
med,high,3,med,med,0
med,low,5,small,low,0
high,low,4,med,med,1
low,high,2,med,high,1
vhigh,high,4,big,low,0
med,high,5,big,high,0
vhigh,med,2,big,low,0
low,vhigh,2,big,high,1
vhigh,vhigh,4,big,high,0
vhigh,vhigh,5,big,low,0
vhigh,med,2,big,low,0
med,high,3,small,high,1
low,low,3,big,high,1
vhigh,low,5,med,low,0
med,high,5,big,high,1
high,low,4,big,low,0
vhigh,vhigh,3,small,high,0
high,vhigh,4,small,low,0
med,high,2,med,high,1
vhigh,vhigh,2,big,high,0
vhigh,low,5,big,low,0
vhigh,low,3,big,med,1
med,med,3,small,high,1
high,high,2,small,med,0
low,high,2,big,high,0
high,high,5,big,high,1
high,high,5,med,high,0
high,med,5,big,high,0
vhigh,high,2,med,high,0
low,low,3,small,high,0
high,high,2,med,low,0
high,low,5,small,low,0
vhigh,low,2,small,high,1
low,high,5,med,med,0
low,vhigh,5,med,med,1
low,med,4,small,med,0
low,med,3,med,high,0
vhigh,med,3,small,high,1
high,vhigh,2,med,high,0
med,med,5,big,high,0
high,high,2,big,high,1
high,vhigh,3,med,high,0
low,low,4,small,low,0
low,vhigh,4,small,med,0
low,high,2,med,high,0
med,med,5,med,high,1
med,high,4,small,low,0
low,high,5,small,med,0
low,low,3,big,med,0
vhigh,med,4,big,low,0
low,vhigh,5,big,med,1
vhigh,vhigh,2,big,med,0
med,vhigh,4,med,high,1
med,high,2,big,med,0
med,high,3,small,low,0
vhigh,high,5,big,high,0
high,vhigh,2,med,high,0
